lead_id,activity_type,activity_at,activity_status
lead_00453,first_touch,2026-04-24T15:22:29.291020026,completed
lead_00454,first_touch,2026-04-24T06:52:11.227530944,completed
lead_00455,first_touch,2026-04-24T13:04:45.106945710,completed
lead_00456,first_touch,2026-04-25T05:39:02.143054700,completed
lead_00457,first_touch,2026-04-25T04:04:05.206868797,completed
lead_00458,first_touch,2026-04-25T06:07:54.663147651,completed
lead_00459,first_touch,2026-04-25T04:20:10.461412054,completed
lead_00460,first_touch,2026-04-25T06:29:16.198565956,completed
lead_00461,first_touch,2026-04-25T03:52:17.162813990,completed
lead_00462,first_touch,2026-04-25T17:26:15.659827943,completed
lead_00463,first_touch,2026-04-25T14:03:44.049897575,completed
lead_00464,first_touch,2026-04-27T04:20:02.235075994,completed
lead_00465,first_touch,2026-04-25T02:26:52.679042844,completed
lead_00466,first_touch,2026-04-25T20:33:28.839689898,completed
lead_00467,first_touch,2026-04-25T02:31:06.820674776,completed
lead_00468,first_touch,2026-04-25T20:34:30.612160415,completed
lead_00469,first_touch,2026-04-25T06:37:09.681344621,completed
lead_00470,first_touch,2026-04-25T14:08:46.970535022,completed
lead_00471,first_touch,2026-04-25T10:23:25.774692444,completed
lead_00472,first_touch,2026-04-25T08:12:33.518748013,completed
lead_00473,first_touch,2026-04-25T22:13:35.049739761,completed
lead_00474,first_touch,2026-04-25T12:24:32.557905694,completed
lead_00475,first_touch,2026-04-25T11:55:04.832424749,completed
lead_00476,first_touch,2026-04-25T16:11:09.325776097,completed
lead_00477,first_touch,2026-04-25T20:36:35.521774301,completed
lead_00478,first_touch,2026-04-25T20:56:58.874273863,completed
lead_00479,first_touch,2026-04-25T11:22:13.370370409,completed
lead_00480,first_touch,2026-04-26T06:02:42.513326007,completed
lead_00481,first_touch,2026-04-26T12:47:51.684644014,completed
lead_00482,first_touch,2026-04-26T02:49:14.624812815,completed
lead_00483,first_touch,2026-04-26T11:48:05.309085631,completed
lead_00484,first_touch,2026-04-26T21:36:17.524939040,completed
lead_00485,first_touch,2026-04-26T12:05:49.666059019,completed
lead_00486,first_touch,2026-04-27T00:54:00.109908154,completed
lead_00487,first_touch,2026-04-27T08:29:17.969731014,completed
lead_00488,first_touch,2026-04-26T01:00:05.177128211,completed
lead_00489,first_touch,2026-04-26T20:00:57.642653878,completed
lead_00490,first_touch,2026-04-26T13:38:15.720975047,completed
lead_00491,first_touch,2026-04-28T01:42:59.950220355,completed
lead_00492,first_touch,2026-04-27T14:08:43.160008364,completed
lead_00493,first_touch,,not_assigned
lead_00494,first_touch,2026-04-26T19:13:06.188629464,completed
lead_00495,first_touch,2026-04-27T13:59:50.567935854,completed
lead_00496,first_touch,2026-04-27T08:12:13.737435045,completed
lead_00497,first_touch,2026-04-26T03:03:02.349584366,completed
lead_00498,first_touch,2026-04-26T01:55:43.399639994,completed
lead_00499,first_touch,2026-04-26T20:44:21.729509584,completed
lead_00500,first_touch,2026-04-26T08:01:44.421238754,completed
lead_00501,first_touch,2026-04-26T20:33:34.863255673,completed
lead_00502,first_touch,2026-04-26T19:37:16.766244467,completed
lead_00503,first_touch,2026-04-28T09:04:07.733025570,completed
lead_00504,first_touch,2026-04-27T08:49:04.759694893,completed
lead_00505,first_touch,2026-04-27T08:05:12.592505695,completed
lead_00506,first_touch,2026-04-27T08:43:40.421647925,completed
lead_00507,first_touch,2026-04-27T04:41:09.648402094,completed
lead_00508,first_touch,2026-04-28T00:29:29.008220453,completed
lead_00509,first_touch,2026-04-27T05:23:51.496299536,completed
lead_00510,first_touch,2026-04-27T02:07:54.870455536,completed
lead_00511,first_touch,2026-04-27T09:06:42.160008624,completed
lead_00512,first_touch,2026-04-28T04:09:08.647331814,completed
lead_00513,first_touch,2026-04-27T03:19:50.333144904,completed
lead_00514,first_touch,2026-04-27T16:04:47.048177469,completed
lead_00515,first_touch,2026-04-27T13:05:04.424189207,completed
lead_00516,first_touch,2026-04-27T21:32:26.506409564,completed
lead_00517,first_touch,2026-04-27T14:17:19.701222620,completed
lead_00518,first_touch,2026-04-27T08:35:48.579831887,completed
lead_00519,first_touch,2026-04-27T03:23:49.003463475,completed
lead_00520,first_touch,2026-04-27T09:34:32.719180979,completed
lead_00521,first_touch,2026-04-27T15:19:08.474828244,completed
lead_00522,first_touch,2026-04-27T06:23:07.645563728,completed
lead_00523,first_touch,2026-04-28T15:19:10.560671534,completed
lead_00524,first_touch,2026-04-27T02:36:39.936132373,completed
lead_00525,first_touch,2026-04-28T11:56:59.829079491,completed
lead_00526,first_touch,2026-04-28T02:16:58.925077174,completed
lead_00527,first_touch,2026-04-29T00:20:17.027801532,completed
lead_00528,first_touch,2026-04-28T19:34:02.767042697,completed
lead_00529,first_touch,2026-04-29T18:24:37.585229701,completed
lead_00530,first_touch,2026-04-29T16:54:08.719096109,completed
lead_00531,first_touch,2026-04-28T09:17:03.874814298,completed
lead_00532,first_touch,2026-04-28T05:37:06.764039972,completed
lead_00533,first_touch,2026-04-28T17:21:14.015472013,completed
lead_00534,first_touch,2026-04-28T07:22:16.045553002,completed
lead_00535,first_touch,2026-04-28T23:18:12.387629068,completed
lead_00536,first_touch,2026-04-28T18:23:13.508348178,completed
lead_00537,first_touch,2026-04-28T04:46:52.893625609,completed
lead_00538,first_touch,2026-04-28T13:32:19.091526827,completed
lead_00539,first_touch,2026-04-28T10:13:07.374414257,completed
lead_00540,first_touch,2026-04-28T13:45:25.282614592,completed
lead_00541,first_touch,2026-04-28T04:33:46.270415770,completed
lead_00542,first_touch,2026-04-28T16:39:47.483326774,completed
lead_00543,first_touch,2026-04-29T12:38:43.579744758,completed
lead_00544,first_touch,2026-04-28T15:19:02.401892736,completed
lead_00545,first_touch,2026-04-28T10:57:57.610513471,completed
lead_00546,first_touch,2026-04-28T02:06:20.599340389,completed
lead_00547,first_touch,2026-04-29T04:40:15.054842958,completed
lead_00548,first_touch,2026-04-28T10:44:15.781074528,completed
lead_00549,first_touch,2026-04-28T11:49:45.402795149,completed
lead_00550,first_touch,2026-04-29T22:24:20.150671052,completed
lead_00551,first_touch,2026-04-28T09:25:52.335783907,completed
lead_00552,first_touch,,not_assigned
lead_00553,first_touch,2026-05-01T00:47:50.084176477,completed
lead_00554,first_touch,2026-04-29T07:00:31.776777551,completed
lead_00555,first_touch,2026-04-29T02:44:58.056128593,completed
lead_00556,first_touch,2026-04-29T03:34:20.863096621,completed
lead_00557,first_touch,2026-04-29T08:25:12.670955879,completed
lead_00558,first_touch,2026-04-29T06:25:48.687099198,completed
lead_00559,first_touch,2026-04-30T09:38:10.216054545,completed
lead_00560,first_touch,2026-04-29T03:20:10.800032187,completed
lead_00561,first_touch,2026-04-29T14:13:07.274612885,completed
lead_00562,first_touch,2026-04-29T07:05:30.910466274,completed
lead_00563,first_touch,2026-04-29T10:48:09.013440738,completed
lead_00564,first_touch,2026-04-29T15:54:19.353556913,completed
lead_00565,first_touch,2026-04-29T06:35:19.913295942,completed
lead_00566,first_touch,2026-04-29T20:01:25.768364030,completed
lead_00567,first_touch,2026-04-30T02:43:36.491028285,completed
lead_00568,first_touch,2026-04-29T15:22:06.419210601,completed
lead_00569,first_touch,2026-04-29T18:12:59.663347239,completed
lead_00570,first_touch,2026-04-29T11:36:08.917287713,completed
lead_00571,first_touch,2026-04-29T01:10:18.452447291,completed
lead_00572,first_touch,2026-04-29T13:05:52.835499406,completed
lead_00573,first_touch,2026-04-29T08:34:41.069396693,completed
lead_00574,first_touch,2026-04-29T04:03:30.478852004,completed
lead_00575,first_touch,2026-04-29T04:31:07.268724836,completed
lead_00576,first_touch,2026-04-29T08:43:24.233041491,completed
lead_00577,first_touch,2026-04-29T21:33:19.317578745,completed
lead_00578,first_touch,2026-04-30T00:10:10.891140995,completed
lead_00579,first_touch,2026-04-30T03:43:46.567723670,completed
lead_00580,first_touch,2026-04-30T05:33:10.883723478,completed
lead_00581,first_touch,2026-04-30T07:55:43.078165831,completed
lead_00582,first_touch,2026-05-01T02:52:46.790889512,completed
lead_00583,first_touch,2026-04-30T04:14:43.594975298,completed
lead_00584,first_touch,,not_assigned
lead_00585,first_touch,2026-05-01T22:44:57.042097353,completed
lead_00586,first_touch,2026-04-30T17:41:15.804807583,completed
lead_00587,first_touch,2026-05-02T02:08:44.162386709,completed
lead_00588,first_touch,2026-04-30T18:29:17.687117675,completed
lead_00589,first_touch,2026-04-30T06:18:36.893902225,completed
lead_00590,first_touch,2026-04-30T09:28:23.335251675,completed
lead_00591,first_touch,2026-04-30T04:34:11.184376929,completed
lead_00592,first_touch,2026-04-30T00:52:02.470963390,completed
lead_00593,first_touch,2026-04-30T05:58:55.395347503,completed
lead_00594,first_touch,2026-04-30T07:25:49.119684088,completed
lead_00595,first_touch,2026-04-30T05:32:42.996491216,completed
lead_00596,first_touch,,not_assigned
lead_00597,first_touch,2026-04-30T14:56:01.778682607,completed
lead_00598,first_touch,2026-04-30T01:12:12.668458666,completed
lead_00599,first_touch,2026-04-30T21:13:16.760081833,completed
lead_00600,first_touch,2026-05-01T15:25:45.503725160,completed
lead_00601,first_touch,2026-05-01T09:02:41.320561282,completed
lead_00602,first_touch,2026-05-02T00:37:56.738072909,completed
lead_00603,first_touch,2026-05-01T15:49:42.796850265,completed
lead_00604,first_touch,2026-05-01T01:56:06.538116089,completed
lead_00605,first_touch,2026-05-02T11:49:41.351300668,completed
lead_00606,first_touch,2026-05-01T11:19:37.475926095,completed
lead_00607,first_touch,2026-05-01T06:49:49.562899401,completed
lead_00608,first_touch,2026-05-01T16:39:13.041892892,completed
lead_00609,first_touch,2026-05-01T15:06:54.150224413,completed
lead_00610,first_touch,2026-05-01T17:03:11.463982275,completed
lead_00611,first_touch,2026-05-01T23:48:22.036472230,completed
lead_00612,first_touch,2026-05-01T05:34:37.509211181,completed
lead_00613,first_touch,2026-05-02T01:10:29.218835163,completed
lead_00614,first_touch,2026-05-01T07:04:10.108198008,completed
lead_00615,first_touch,2026-05-01T01:57:53.915933875,completed
lead_00616,first_touch,2026-05-01T23:04:43.872732520,completed
lead_00617,first_touch,2026-05-01T11:38:22.234537755,completed
lead_00618,first_touch,2026-05-01T09:12:29.746313900,completed
lead_00619,first_touch,2026-05-01T12:39:46.497302624,completed
lead_00620,first_touch,2026-05-01T06:28:42.831044789,completed
lead_00621,first_touch,2026-05-03T02:35:59.766661496,completed
lead_00622,first_touch,2026-05-03T02:39:44.420042573,completed
lead_00623,first_touch,2026-05-03T01:01:35.186706456,completed
lead_00624,first_touch,2026-05-02T17:00:35.344845989,completed
lead_00625,first_touch,2026-05-02T13:46:38.959204979,completed
lead_00626,first_touch,2026-05-02T16:13:42.922868122,completed
lead_00627,first_touch,2026-05-02T19:01:41.141145562,completed
lead_00628,first_touch,2026-05-02T18:03:38.932693402,completed
lead_00629,first_touch,2026-05-03T08:51:06.732992791,completed
lead_00630,first_touch,2026-05-02T06:04:10.784612293,completed
lead_00631,first_touch,2026-05-02T03:29:45.255769849,completed
lead_00632,first_touch,2026-05-02T17:44:09.829500894,completed
lead_00633,first_touch,2026-05-02T22:08:46.881672058,completed
lead_00634,first_touch,2026-05-03T02:26:08.896919126,completed
lead_00635,first_touch,2026-05-02T08:22:17.813871400,completed
lead_00636,first_touch,2026-05-02T00:51:03.289703978,completed
lead_00637,first_touch,2026-05-03T08:19:34.161585482,completed
lead_00638,first_touch,2026-05-02T03:21:58.482909056,completed
lead_00639,first_touch,2026-05-02T06:44:59.442451575,completed
lead_00640,first_touch,2026-05-02T14:35:23.176059023,completed
lead_00641,first_touch,2026-05-02T09:08:56.445393209,completed
lead_00642,first_touch,2026-05-02T22:12:10.253004909,completed
lead_00643,first_touch,2026-05-03T02:21:59.033489591,completed
lead_00644,first_touch,2026-05-04T02:47:26.290254419,completed
lead_00645,first_touch,2026-05-03T09:38:18.232721261,completed
lead_00646,first_touch,2026-05-03T09:39:14.500218990,completed
lead_00647,first_touch,2026-05-03T11:43:00.516836090,completed
lead_00648,first_touch,2026-05-05T04:36:52.479556233,completed
lead_00649,first_touch,2026-05-03T08:00:16.687837743,completed
lead_00650,first_touch,2026-05-03T06:54:02.021178501,completed
lead_00651,first_touch,2026-05-03T06:28:18.084941606,completed
lead_00652,first_touch,2026-05-03T10:10:17.525315485,completed
lead_00653,first_touch,2026-05-03T04:26:29.853499172,completed
lead_00654,first_touch,2026-05-04T00:11:25.485711024,completed
lead_00655,first_touch,2026-05-03T18:51:57.652715534,completed
lead_00656,first_touch,2026-05-07T00:32:44.936585801,completed
lead_00657,first_touch,2026-05-03T14:28:55.102219562,completed
lead_00658,first_touch,2026-05-03T15:07:15.455614554,completed
lead_00659,first_touch,2026-05-03T11:38:45.572725476,completed
lead_00660,first_touch,2026-05-04T15:34:49.986030298,completed
lead_00661,first_touch,2026-05-03T08:34:18.401961268,completed
lead_00662,first_touch,2026-05-03T18:41:58.806997376,completed
lead_00663,first_touch,2026-05-03T06:37:46.473423755,completed
lead_00664,first_touch,2026-05-03T04:56:18.280153988,completed
lead_00665,first_touch,2026-05-04T11:18:45.106431180,completed
lead_00666,first_touch,2026-05-05T05:12:10.833549278,completed
lead_00667,first_touch,2026-05-05T17:43:20.326899741,completed
lead_00668,first_touch,2026-05-04T07:03:37.684852296,completed
lead_00669,first_touch,2026-05-04T17:46:24.146937889,completed
lead_00670,first_touch,2026-05-04T09:41:03.257756365,completed
lead_00671,first_touch,2026-05-04T08:43:12.175077035,completed
lead_00672,first_touch,2026-05-04T10:48:31.267067645,completed
lead_00673,first_touch,2026-05-04T06:49:04.771298996,completed
lead_00674,first_touch,2026-05-04T12:08:55.933508906,completed
lead_00675,first_touch,2026-05-04T07:03:52.704662152,completed
lead_00676,first_touch,2026-05-04T06:15:41.814773203,completed
lead_00677,first_touch,2026-05-04T16:59:16.365083953,completed
lead_00678,first_touch,2026-05-04T20:32:54.718084498,completed
lead_00679,first_touch,2026-05-04T00:31:38.411622711,completed
lead_00680,first_touch,2026-05-04T16:41:24.589463601,completed
lead_00681,first_touch,2026-05-04T13:13:35.032046772,completed
lead_00682,first_touch,2026-05-06T02:45:16.360924044,completed
lead_00683,first_touch,2026-05-05T08:58:05.180338708,completed
lead_00684,first_touch,2026-05-04T22:33:02.697047507,completed
lead_00685,first_touch,2026-05-04T02:21:18.545242080,completed
lead_00686,first_touch,2026-05-05T04:47:42.015339045,completed
lead_00687,first_touch,2026-05-04T10:21:54.967486590,completed
lead_00688,first_touch,2026-05-05T08:05:08.068482592,completed
lead_00689,first_touch,2026-05-07T03:14:06.336746308,completed
lead_00690,first_touch,2026-05-05T11:04:24.487800275,completed
lead_00691,first_touch,2026-05-05T22:06:32.768115874,completed
lead_00692,first_touch,2026-05-05T05:09:06.989057111,completed
lead_00693,first_touch,2026-05-05T15:49:03.742573110,completed
lead_00694,first_touch,2026-05-05T11:06:09.016331614,completed
lead_00695,first_touch,2026-05-05T03:11:59.135910554,completed
lead_00696,first_touch,2026-05-05T16:29:00.784999361,completed
lead_00697,first_touch,2026-05-05T08:08:21.700923692,completed
lead_00698,first_touch,2026-05-05T12:22:32.475769249,completed
lead_00699,first_touch,2026-05-05T08:18:46.663661805,completed
lead_00700,first_touch,2026-05-05T01:21:23.822867723,completed
lead_00701,first_touch,2026-05-05T04:28:47.430074964,completed
lead_00702,first_touch,2026-05-05T20:15:29.267759843,completed
lead_00703,first_touch,2026-05-06T04:16:50.956520930,completed
lead_00704,first_touch,2026-05-05T02:22:42.219258980,completed
lead_00705,first_touch,2026-05-05T11:31:32.422956527,completed
lead_00706,first_touch,2026-05-06T05:49:48.651336733,completed
lead_00707,first_touch,2026-05-06T12:27:32.814464297,completed
lead_00708,first_touch,2026-05-06T10:47:32.216708883,completed
lead_00709,first_touch,2026-05-07T20:06:39.250800952,completed
lead_00710,first_touch,2026-05-05T02:47:23.031403593,completed
lead_00711,first_touch,2026-05-06T20:58:21.551606447,completed
lead_00712,first_touch,2026-05-06T13:28:35.922661359,completed
lead_00713,first_touch,2026-05-06T12:17:29.013620420,completed
lead_00714,first_touch,2026-05-06T05:10:34.200408846,completed
lead_00715,first_touch,2026-05-06T04:36:01.529459790,completed
lead_00716,first_touch,2026-05-07T05:06:06.180411015,completed
lead_00717,first_touch,2026-05-06T04:56:23.062797459,completed
lead_00718,first_touch,2026-05-06T06:35:33.616995872,completed
lead_00719,first_touch,2026-05-07T11:09:44.953084817,completed
lead_00720,first_touch,2026-05-06T08:31:36.515660120,completed
lead_00721,first_touch,2026-05-06T14:39:59.546017704,completed
lead_00722,first_touch,2026-05-06T04:29:33.523857213,completed
lead_00723,first_touch,2026-05-07T17:06:24.460382068,completed
lead_00724,first_touch,2026-05-06T08:57:58.677435353,completed
lead_00725,first_touch,2026-05-06T03:25:05.473729230,completed
lead_00726,first_touch,2026-05-06T06:31:23.144576837,completed
lead_00727,first_touch,2026-05-06T08:33:11.794846412,completed
lead_00728,first_touch,2026-05-06T17:22:57.681357669,completed
lead_00729,first_touch,2026-05-06T07:35:22.454088421,completed
lead_00730,first_touch,2026-05-06T02:14:41.733439910,completed
lead_00731,first_touch,2026-05-06T06:28:33.747957867,completed
lead_00732,first_touch,2026-05-06T07:39:28.424504559,completed
lead_00733,first_touch,2026-05-07T05:34:05.646795346,completed
lead_00734,first_touch,2026-05-07T14:46:58.332953834,completed
lead_00735,first_touch,2026-05-08T09:29:03.641608131,completed
lead_00736,first_touch,2026-05-07T02:26:19.005379696,completed
lead_00737,first_touch,2026-05-07T10:23:44.923015808,completed
lead_00738,first_touch,2026-05-07T04:04:17.091814077,completed
lead_00739,first_touch,2026-05-07T08:26:25.924544139,completed
lead_00740,first_touch,2026-05-07T22:57:23.016094076,completed
lead_00741,first_touch,2026-05-09T03:36:39.664775970,completed
lead_00742,first_touch,2026-05-09T19:53:46.009615379,completed
lead_00743,first_touch,2026-05-07T04:00:08.166685362,completed
lead_00744,first_touch,2026-05-07T15:24:50.124665137,completed
lead_00745,first_touch,2026-05-07T02:27:26.777468075,completed
lead_00746,first_touch,2026-05-08T20:35:15.754014462,completed
lead_00747,first_touch,2026-05-07T13:33:18.778695507,completed
lead_00748,first_touch,2026-05-07T05:09:21.271800949,completed
lead_00749,first_touch,2026-05-07T02:16:28.583934455,completed
lead_00750,first_touch,2026-05-07T10:03:51.538285700,completed
lead_00751,first_touch,2026-05-07T03:59:23.154441357,completed
lead_00752,first_touch,2026-05-07T06:43:17.150590254,completed
lead_00753,first_touch,2026-05-07T08:45:42.357312123,completed
lead_00754,first_touch,2026-05-08T22:46:17.177772022,completed
lead_00755,first_touch,2026-05-08T03:50:02.688771536,completed
lead_00756,first_touch,2026-05-08T10:56:01.905702333,completed
lead_00757,first_touch,2026-05-08T07:03:43.173055471,completed
lead_00758,first_touch,2026-05-09T14:30:28.574280046,completed
lead_00759,first_touch,2026-05-08T02:21:04.668237083,completed
lead_00760,first_touch,2026-05-08T19:54:40.525632433,completed
lead_00761,first_touch,2026-05-08T03:44:31.610186921,completed
lead_00762,first_touch,2026-05-08T14:26:31.505986594,completed
lead_00763,first_touch,2026-05-08T22:57:18.184049360,completed
lead_00764,first_touch,2026-05-09T02:21:11.128558604,completed
lead_00765,first_touch,2026-05-09T05:28:57.271734902,completed
lead_00766,first_touch,2026-05-08T06:55:18.222705710,completed
lead_00767,first_touch,2026-05-09T20:15:48.902721900,completed
lead_00768,first_touch,2026-05-08T06:24:11.045583597,completed
lead_00769,first_touch,2026-05-08T10:52:46.600388708,completed
lead_00770,first_touch,2026-05-08T03:06:34.924803412,completed
lead_00771,first_touch,2026-05-09T22:29:20.482388916,completed
lead_00772,first_touch,2026-05-09T00:44:53.777492581,completed
lead_00773,first_touch,2026-05-08T03:12:19.432533704,completed
lead_00774,first_touch,2026-05-11T04:57:42.567940020,completed
lead_00775,first_touch,2026-05-08T14:49:37.113486751,completed
lead_00776,first_touch,2026-05-08T16:14:56.175696262,completed
lead_00777,first_touch,2026-05-08T13:04:58.052196072,completed
lead_00778,first_touch,2026-05-09T10:48:01.379273734,completed
lead_00779,first_touch,2026-05-09T05:14:22.236196497,completed
lead_00780,first_touch,2026-05-09T09:13:48.652950967,completed
lead_00781,first_touch,2026-05-09T15:26:42.307240037,completed
lead_00782,first_touch,2026-05-09T15:19:03.890567381,completed
lead_00783,first_touch,2026-05-09T09:38:42.235968190,completed
lead_00784,first_touch,2026-05-09T15:33:04.054438281,completed
lead_00785,first_touch,2026-05-09T18:10:13.652808116,completed
lead_00786,first_touch,2026-05-09T22:53:27.553052301,completed
lead_00787,first_touch,2026-05-09T08:42:22.810739645,completed
lead_00788,first_touch,2026-05-10T22:33:39.530668803,completed
lead_00789,first_touch,2026-05-09T12:04:27.829302863,completed
lead_00790,first_touch,2026-05-09T09:41:55.991909401,completed
lead_00791,first_touch,2026-05-09T16:08:19.516077610,completed
lead_00792,first_touch,2026-05-09T20:27:52.912828135,completed
lead_00793,first_touch,2026-05-10T10:01:34.616222465,completed
lead_00794,first_touch,2026-05-09T04:35:07.942299126,completed
lead_00795,first_touch,2026-05-10T03:05:30.176929741,completed
lead_00796,first_touch,2026-05-10T03:14:10.813611237,completed
lead_00797,first_touch,2026-05-10T14:16:09.507761027,completed
lead_00798,first_touch,2026-05-09T07:35:57.892675718,completed
lead_00799,first_touch,2026-05-09T11:44:20.429731828,completed
lead_00800,first_touch,2026-05-09T07:09:34.990576920,completed
lead_00801,first_touch,2026-05-09T12:32:24.934877076,completed
lead_00802,first_touch,2026-05-09T16:11:00.602549990,completed
lead_00803,first_touch,2026-05-09T03:29:57.333743233,completed
lead_00804,first_touch,2026-05-09T11:27:00.500607573,completed
lead_00805,first_touch,2026-05-10T16:41:12.579622371,completed
lead_00806,first_touch,2026-05-10T04:35:05.879073939,completed
lead_00807,first_touch,2026-05-10T14:13:05.585493851,completed
lead_00808,first_touch,2026-05-10T17:23:14.878936212,completed
lead_00809,first_touch,2026-05-10T18:57:47.332433001,completed
lead_00810,first_touch,2026-05-10T03:44:43.886347313,completed
lead_00811,first_touch,2026-05-10T10:11:49.624786172,completed
lead_00812,first_touch,2026-05-11T03:46:59.779314082,completed
lead_00813,first_touch,2026-05-10T02:33:03.030050741,completed
lead_00814,first_touch,2026-05-10T10:24:42.159473171,completed
lead_00815,first_touch,2026-05-10T10:13:44.324481978,completed
lead_00816,first_touch,2026-05-10T09:26:27.586128674,completed
lead_00817,first_touch,2026-05-10T19:27:34.682079524,completed
lead_00818,first_touch,2026-05-10T13:49:08.328688553,completed
lead_00819,first_touch,2026-05-10T09:56:05.231524908,completed
lead_00820,first_touch,2026-05-11T10:18:51.926410234,completed
lead_00821,first_touch,2026-05-10T17:02:54.661465820,completed
lead_00822,first_touch,2026-05-13T02:19:13.248894916,completed
lead_00823,first_touch,2026-05-10T01:42:47.250290023,completed
lead_00824,first_touch,2026-05-10T00:39:15.988431321,completed
lead_00825,first_touch,2026-05-11T13:18:03.522130840,completed
lead_00826,first_touch,2026-05-10T11:16:49.348585344,completed
lead_00827,first_touch,2026-05-10T14:01:50.958868788,completed
lead_00828,first_touch,2026-05-10T12:21:21.340514733,completed
lead_00829,first_touch,2026-05-11T07:09:37.568598121,completed
lead_00830,first_touch,2026-05-11T19:01:02.660858494,completed
lead_00831,first_touch,2026-05-13T02:40:05.498699127,completed
lead_00832,first_touch,2026-05-11T22:40:44.195768011,completed
lead_00833,first_touch,2026-05-11T08:14:49.258660852,completed
lead_00834,first_touch,2026-05-11T13:18:26.977450748,completed
lead_00835,first_touch,2026-05-11T02:52:51.335942248,completed
lead_00836,first_touch,2026-05-12T12:06:28.780210280,completed
lead_00837,first_touch,2026-05-11T05:17:50.260886881,completed
lead_00838,first_touch,2026-05-11T07:19:38.193401127,completed
lead_00839,first_touch,2026-05-11T14:58:54.286270169,completed
lead_00840,first_touch,2026-05-11T11:01:51.633068262,completed
lead_00841,first_touch,2026-05-11T19:10:01.132965787,completed
lead_00842,first_touch,2026-05-11T15:33:59.801227439,completed
lead_00843,first_touch,2026-05-11T03:53:08.304404547,completed
lead_00844,first_touch,2026-05-11T03:35:56.513674538,completed
lead_00845,first_touch,2026-05-11T08:37:19.611070557,completed
lead_00846,first_touch,2026-05-11T01:44:00.249585976,completed
lead_00847,first_touch,2026-05-11T12:10:40.759611571,completed
lead_00848,first_touch,2026-05-11T16:10:09.881883561,completed
lead_00849,first_touch,2026-05-11T11:26:01.486502894,completed
lead_00850,first_touch,2026-05-12T14:13:18.851655277,completed
lead_00851,first_touch,2026-05-13T14:39:41.091523394,completed
lead_00852,first_touch,2026-05-12T19:28:11.422520893,completed
lead_00853,first_touch,2026-05-12T05:21:24.815653994,completed
lead_00854,first_touch,2026-05-13T03:46:34.582245831,completed
lead_00855,first_touch,2026-05-12T13:59:21.158146122,completed
lead_00856,first_touch,2026-05-12T09:30:08.066449302,completed
lead_00857,first_touch,2026-05-12T21:15:22.088280827,completed
lead_00858,first_touch,2026-05-13T00:05:58.855029403,completed
lead_00859,first_touch,2026-05-12T11:12:26.741092204,completed
lead_00860,first_touch,2026-05-12T19:38:08.111592852,completed
lead_00861,first_touch,2026-05-12T13:00:38.940874146,completed
lead_00862,first_touch,2026-05-12T18:50:16.475355763,completed
lead_00863,first_touch,2026-05-12T02:18:14.971656708,completed
lead_00864,first_touch,2026-05-12T07:26:28.395363055,completed
lead_00865,first_touch,2026-05-12T05:35:42.056652246,completed
lead_00866,first_touch,2026-05-13T06:47:11.779349287,completed
lead_00867,first_touch,2026-05-12T06:29:36.866023019,completed
lead_00868,first_touch,2026-05-12T12:42:31.521918325,completed
lead_00869,first_touch,2026-05-12T22:07:48.396407710,completed
lead_00870,first_touch,2026-05-13T08:49:46.464301576,completed
lead_00871,first_touch,2026-05-13T15:50:03.659897248,completed
lead_00872,first_touch,2026-05-12T09:42:03.274123226,completed
lead_00873,first_touch,2026-05-12T06:55:05.204419726,completed
lead_00874,first_touch,2026-05-13T14:37:58.872764839,completed
lead_00875,first_touch,2026-05-13T17:24:16.315272407,completed
lead_00876,first_touch,2026-05-13T12:10:09.006977457,completed
lead_00877,first_touch,2026-05-13T13:18:51.833228039,completed
lead_00878,first_touch,2026-05-13T21:26:12.360912964,completed
lead_00879,first_touch,2026-05-13T03:48:54.363863544,completed
lead_00880,first_touch,2026-05-13T07:38:55.811291048,completed
lead_00881,first_touch,2026-05-13T18:31:08.019892911,completed
lead_00882,first_touch,2026-05-14T02:12:36.763324041,completed
lead_00883,first_touch,2026-05-13T06:06:05.154763917,completed
lead_00884,first_touch,2026-05-13T09:32:29.764280265,completed
lead_00885,first_touch,2026-05-13T02:19:07.299159841,completed
lead_00886,first_touch,2026-05-13T00:44:38.967915949,completed
lead_00887,first_touch,2026-05-13T05:09:09.872656140,completed
lead_00888,first_touch,2026-05-14T02:21:38.311022092,completed
lead_00889,first_touch,2026-05-13T03:20:58.016765423,completed
lead_00890,first_touch,2026-05-13T13:09:57.701129908,completed
lead_00891,first_touch,2026-05-13T05:43:50.420438862,completed
lead_00892,first_touch,2026-05-13T16:22:58.883770119,completed
lead_00893,first_touch,2026-05-13T17:04:03.838995197,completed
lead_00894,first_touch,2026-05-13T18:39:09.362314400,completed
lead_00895,first_touch,2026-05-13T09:43:02.908849106,completed
lead_00896,first_touch,2026-05-14T12:26:27.416027239,completed
lead_00897,first_touch,2026-05-14T15:22:10.661426578,completed
lead_00898,first_touch,2026-05-14T12:57:46.940267811,completed
lead_00899,first_touch,2026-05-14T07:03:40.172090732,completed
lead_00900,first_touch,2026-05-15T10:20:19.702490300,completed
lead_00901,first_touch,2026-05-14T20:27:11.806252061,completed
lead_00902,first_touch,2026-05-15T12:54:37.760520974,completed
lead_00903,first_touch,2026-05-14T14:42:41.726486056,completed
lead_00904,first_touch,2026-05-15T20:37:35.457801101,completed
