account_id,account_name,segment,industry,employee_count,potential_arr
acct_00496,Conta 00496,smb,education,93,56157.3
acct_00497,Conta 00497,smb,manufacturing,39,67511.65
acct_00498,Conta 00498,smb,financial_services,143,26098.35
acct_00499,Conta 00499,mid_market,healthcare,853,58354.4
acct_00500,Conta 00500,mid_market,healthcare,755,56255.38
acct_00501,Conta 00501,smb,retail,116,30346.62
acct_00502,Conta 00502,smb,healthcare,96,67731.58
acct_00503,Conta 00503,smb,healthcare,106,39269.49
acct_00504,Conta 00504,mid_market,software,848,54463.72
acct_00505,Conta 00505,enterprise,retail,3744,33150.24
acct_00506,Conta 00506,smb,retail,132,52930.78
acct_00507,Conta 00507,mid_market,software,872,64930.26
acct_00508,Conta 00508,enterprise,financial_services,4356,39018.29
acct_00509,Conta 00509,enterprise,software,2924,84821.74
acct_00510,Conta 00510,mid_market,financial_services,329,39352.68
acct_00511,Conta 00511,smb,manufacturing,170,66055.38
acct_00512,Conta 00512,mid_market,financial_services,461,46112.29
acct_00513,Conta 00513,smb,software,110,45253.69
acct_00514,Conta 00514,mid_market,manufacturing,629,13425.13
acct_00515,Conta 00515,mid_market,healthcare,673,68199.99
acct_00516,Conta 00516,mid_market,software,618,42906.43
acct_00517,Conta 00517,mid_market,manufacturing,485,19838.92
acct_00518,Conta 00518,smb,software,95,72644.59
acct_00519,Conta 00519,smb,financial_services,172,70829.61
acct_00520,Conta 00520,mid_market,education,327,48751.95
acct_00521,Conta 00521,smb,software,32,47767.21
acct_00522,Conta 00522,enterprise,software,3957,85917.81
acct_00523,Conta 00523,smb,education,168,48028.19
acct_00524,Conta 00524,smb,healthcare,151,63260.77
acct_00525,Conta 00525,smb,healthcare,94,57376.32
acct_00526,Conta 00526,enterprise,financial_services,2832,47054.1
acct_00527,Conta 00527,smb,healthcare,35,17110.71
acct_00528,Conta 00528,smb,retail,40,91311.07
acct_00529,Conta 00529,smb,healthcare,43,43647.48
acct_00530,Conta 00530,smb,software,40,64854.05
acct_00531,Conta 00531,enterprise,manufacturing,1367,66670.77
acct_00532,Conta 00532,smb,software,51,59231.48
acct_00533,Conta 00533,smb,education,38,52826.94
acct_00534,Conta 00534,mid_market,financial_services,349,28934.55
acct_00535,Conta 00535,smb,education,176,22373.79
acct_00536,Conta 00536,smb,education,97,37840.93
acct_00537,Conta 00537,smb,financial_services,110,85346.69
acct_00538,Conta 00538,mid_market,education,304,35276.67
acct_00539,Conta 00539,smb,education,43,42225.25
acct_00540,Conta 00540,smb,financial_services,172,65594.53
acct_00541,Conta 00541,enterprise,financial_services,2866,115648.15
acct_00542,Conta 00542,smb,education,96,41089.43
acct_00543,Conta 00543,enterprise,software,3483,81660.85
acct_00544,Conta 00544,mid_market,financial_services,391,65571.46
acct_00545,Conta 00545,smb,retail,117,23200.5
acct_00546,Conta 00546,mid_market,healthcare,463,34969.91
acct_00547,Conta 00547,smb,retail,116,47398.49
acct_00548,Conta 00548,smb,retail,111,73539.3
acct_00549,Conta 00549,mid_market,healthcare,730,43781.81
acct_00550,Conta 00550,mid_market,manufacturing,831,129298.97
acct_00551,Conta 00551,mid_market,education,692,58508.81
acct_00552,Conta 00552,enterprise,retail,3664,83222.36
acct_00553,Conta 00553,smb,manufacturing,139,28957.67
acct_00554,Conta 00554,smb,software,158,49278.97
acct_00555,Conta 00555,mid_market,manufacturing,522,52813.76
acct_00556,Conta 00556,smb,retail,101,62763.15
acct_00557,Conta 00557,enterprise,manufacturing,1909,77688.66
acct_00558,Conta 00558,enterprise,manufacturing,2554,86168.28
acct_00559,Conta 00559,mid_market,retail,620,53878.42
acct_00560,Conta 00560,mid_market,retail,529,41644.36
acct_00561,Conta 00561,mid_market,financial_services,239,47223.6
acct_00562,Conta 00562,mid_market,software,817,48046.09
acct_00563,Conta 00563,smb,software,141,12464.94
acct_00564,Conta 00564,smb,financial_services,83,65848.2
acct_00565,Conta 00565,smb,financial_services,176,40379.26
acct_00566,Conta 00566,smb,manufacturing,160,41522.42
acct_00567,Conta 00567,smb,retail,139,28049.9
acct_00568,Conta 00568,smb,manufacturing,147,104172.84
acct_00569,Conta 00569,mid_market,financial_services,195,49908.41
acct_00570,Conta 00570,mid_market,software,789,31925.4
acct_00571,Conta 00571,smb,healthcare,163,61598.54
acct_00572,Conta 00572,mid_market,manufacturing,751,61065.71
acct_00573,Conta 00573,enterprise,education,1052,27723.67
acct_00574,Conta 00574,enterprise,software,3116,62425.87
acct_00575,Conta 00575,enterprise,education,3077,28903.67
acct_00576,Conta 00576,smb,financial_services,96,40823.61
acct_00577,Conta 00577,mid_market,financial_services,432,51730.97
acct_00578,Conta 00578,smb,software,108,35816.36
acct_00579,Conta 00579,enterprise,education,2883,40043.98
acct_00580,Conta 00580,smb,retail,156,59150.21
acct_00581,Conta 00581,smb,healthcare,40,77339.66
acct_00582,Conta 00582,smb,manufacturing,139,42560.43
acct_00583,Conta 00583,mid_market,education,230,51014.64
acct_00584,Conta 00584,smb,healthcare,102,37770.38
acct_00585,Conta 00585,smb,retail,101,67143.57
acct_00586,Conta 00586,smb,software,54,72843.44
acct_00587,Conta 00587,enterprise,healthcare,2053,102791.31
acct_00588,Conta 00588,mid_market,healthcare,698,33652.59
acct_00589,Conta 00589,smb,manufacturing,95,39046.6
acct_00590,Conta 00590,mid_market,manufacturing,194,44129.04
acct_00591,Conta 00591,enterprise,retail,2237,89004.86
acct_00592,Conta 00592,mid_market,healthcare,548,93427.05
acct_00593,Conta 00593,smb,manufacturing,58,39114.57
acct_00594,Conta 00594,smb,software,85,69496.17
acct_00595,Conta 00595,mid_market,retail,210,71391.99
acct_00596,Conta 00596,enterprise,retail,2662,81192.11
acct_00597,Conta 00597,smb,financial_services,109,59328.34
acct_00598,Conta 00598,enterprise,retail,2078,104190.9
acct_00599,Conta 00599,smb,education,65,36265.31
acct_00600,Conta 00600,mid_market,retail,511,62761.8
acct_00601,Conta 00601,mid_market,financial_services,261,61625.72
acct_00602,Conta 00602,mid_market,software,376,12678.04
acct_00603,Conta 00603,enterprise,healthcare,3125,90187.7
acct_00604,Conta 00604,mid_market,healthcare,604,87518.14
acct_00605,Conta 00605,enterprise,education,1975,39567.24
acct_00606,Conta 00606,smb,retail,140,58606.96
acct_00607,Conta 00607,enterprise,manufacturing,3254,92071.73
acct_00608,Conta 00608,mid_market,education,215,58803.33
acct_00609,Conta 00609,enterprise,financial_services,1808,47996.57
acct_00610,Conta 00610,smb,retail,67,56347.89
acct_00611,Conta 00611,mid_market,education,355,52617.3
acct_00612,Conta 00612,mid_market,education,595,108553.87
acct_00613,Conta 00613,enterprise,financial_services,3857,27293.84
acct_00614,Conta 00614,mid_market,healthcare,664,79700.75
acct_00615,Conta 00615,mid_market,education,538,62063.68
acct_00616,Conta 00616,smb,education,79,25737.31
acct_00617,Conta 00617,mid_market,healthcare,412,65327.58
acct_00618,Conta 00618,smb,software,131,70828.28
acct_00619,Conta 00619,smb,manufacturing,106,64900.3
acct_00620,Conta 00620,enterprise,retail,1603,20701.32
acct_00621,Conta 00621,smb,manufacturing,60,47222.4
acct_00622,Conta 00622,mid_market,financial_services,335,22081.52
acct_00623,Conta 00623,smb,healthcare,160,42381.58
acct_00624,Conta 00624,smb,retail,98,29607.86
acct_00625,Conta 00625,mid_market,retail,401,29374.29
acct_00626,Conta 00626,smb,healthcare,41,8000.0
acct_00627,Conta 00627,enterprise,financial_services,2531,85558.91
acct_00628,Conta 00628,mid_market,retail,468,43411.82
acct_00629,Conta 00629,smb,education,96,50417.07
acct_00630,Conta 00630,smb,retail,55,69826.14
acct_00631,Conta 00631,mid_market,software,320,49526.09
acct_00632,Conta 00632,mid_market,healthcare,373,71033.14
acct_00633,Conta 00633,smb,healthcare,91,53756.68
acct_00634,Conta 00634,enterprise,healthcare,3354,37950.72
acct_00635,Conta 00635,smb,retail,72,85111.04
acct_00636,Conta 00636,smb,education,59,32827.69
acct_00637,Conta 00637,smb,manufacturing,178,33506.53
acct_00638,Conta 00638,enterprise,software,2478,36963.15
acct_00639,Conta 00639,mid_market,financial_services,466,49683.13
acct_00640,Conta 00640,smb,healthcare,71,34991.19
acct_00641,Conta 00641,smb,education,160,65477.94
acct_00642,Conta 00642,mid_market,healthcare,378,52047.93
acct_00643,Conta 00643,mid_market,retail,766,44315.78
acct_00644,Conta 00644,smb,financial_services,132,57275.38
acct_00645,Conta 00645,enterprise,education,2846,66424.23
acct_00646,Conta 00646,mid_market,financial_services,470,52356.25
acct_00647,Conta 00647,smb,software,132,71969.64
acct_00648,Conta 00648,smb,healthcare,53,54786.26
acct_00649,Conta 00649,smb,manufacturing,50,36212.36
acct_00650,Conta 00650,enterprise,education,1213,82009.99
acct_00651,Conta 00651,enterprise,financial_services,1877,87113.84
acct_00652,Conta 00652,mid_market,education,637,15526.68
acct_00653,Conta 00653,smb,healthcare,63,50027.7
acct_00654,Conta 00654,smb,retail,81,70914.5
acct_00655,Conta 00655,enterprise,education,1910,55600.1
acct_00656,Conta 00656,smb,manufacturing,163,18492.32
acct_00657,Conta 00657,mid_market,education,592,48223.46
acct_00658,Conta 00658,smb,software,88,8000.0
acct_00659,Conta 00659,smb,education,88,33945.65
acct_00660,Conta 00660,smb,manufacturing,102,43685.17
acct_00661,Conta 00661,smb,retail,124,40039.69
acct_00662,Conta 00662,smb,retail,38,57451.21
acct_00663,Conta 00663,enterprise,healthcare,3260,35292.43
acct_00664,Conta 00664,smb,education,65,22424.96
acct_00665,Conta 00665,smb,manufacturing,34,57627.18
acct_00666,Conta 00666,mid_market,retail,477,88668.3
acct_00667,Conta 00667,enterprise,healthcare,1479,60272.77
acct_00668,Conta 00668,smb,retail,31,55013.26
acct_00669,Conta 00669,mid_market,education,519,42259.78
acct_00670,Conta 00670,mid_market,education,212,46896.02
acct_00671,Conta 00671,mid_market,manufacturing,563,38906.54
acct_00672,Conta 00672,mid_market,retail,613,50374.78
acct_00673,Conta 00673,enterprise,financial_services,3093,42463.86
acct_00674,Conta 00674,smb,software,36,40292.8
acct_00675,Conta 00675,mid_market,education,729,20876.72
acct_00676,Conta 00676,smb,manufacturing,64,32329.02
acct_00677,Conta 00677,enterprise,manufacturing,3840,72596.39
acct_00678,Conta 00678,mid_market,healthcare,296,59594.12
acct_00679,Conta 00679,smb,retail,71,90008.83
acct_00680,Conta 00680,mid_market,retail,531,56204.75
acct_00681,Conta 00681,smb,retail,37,49059.71
acct_00682,Conta 00682,smb,healthcare,91,32033.73
acct_00683,Conta 00683,smb,education,126,33965.43
acct_00684,Conta 00684,enterprise,healthcare,3871,55524.73
acct_00685,Conta 00685,smb,retail,121,52097.62
acct_00686,Conta 00686,enterprise,education,1094,61394.61
acct_00687,Conta 00687,mid_market,manufacturing,496,96712.69
acct_00688,Conta 00688,enterprise,retail,3934,39453.67
acct_00689,Conta 00689,mid_market,software,825,44788.68
acct_00690,Conta 00690,enterprise,manufacturing,1683,8046.51
acct_00691,Conta 00691,smb,education,178,59834.86
acct_00692,Conta 00692,smb,financial_services,141,19451.72
acct_00693,Conta 00693,smb,healthcare,56,65351.13
acct_00694,Conta 00694,smb,manufacturing,87,56090.28
acct_00695,Conta 00695,mid_market,retail,824,43071.8
acct_00696,Conta 00696,mid_market,software,881,33393.03
acct_00697,Conta 00697,smb,education,55,43259.25
acct_00698,Conta 00698,smb,healthcare,40,54784.95
acct_00699,Conta 00699,smb,financial_services,86,64636.44
acct_00700,Conta 00700,smb,retail,45,43952.87
acct_00701,Conta 00701,smb,education,150,46302.21
acct_00702,Conta 00702,smb,retail,46,52190.35
acct_00703,Conta 00703,mid_market,education,512,63771.75
acct_00704,Conta 00704,mid_market,retail,366,113717.15
acct_00705,Conta 00705,mid_market,manufacturing,320,42288.51
acct_00706,Conta 00706,mid_market,healthcare,416,8000.0
acct_00707,Conta 00707,enterprise,education,3995,42038.68
acct_00708,Conta 00708,mid_market,healthcare,869,36238.68
acct_00709,Conta 00709,enterprise,manufacturing,2897,71093.07
acct_00710,Conta 00710,mid_market,education,729,101172.15
acct_00711,Conta 00711,mid_market,software,899,40562.77
acct_00712,Conta 00712,smb,healthcare,81,60971.7
acct_00713,Conta 00713,smb,healthcare,125,77426.94
acct_00714,Conta 00714,smb,healthcare,95,38390.01
acct_00715,Conta 00715,mid_market,financial_services,738,34909.77
acct_00716,Conta 00716,mid_market,manufacturing,805,34148.09
acct_00717,Conta 00717,smb,healthcare,60,80369.04
acct_00718,Conta 00718,mid_market,manufacturing,609,36388.54
acct_00719,Conta 00719,smb,healthcare,165,31113.54
acct_00720,Conta 00720,enterprise,manufacturing,1424,56800.13
acct_00721,Conta 00721,smb,healthcare,138,26233.36
acct_00722,Conta 00722,mid_market,financial_services,352,69768.91
acct_00723,Conta 00723,smb,retail,88,61568.55
acct_00724,Conta 00724,mid_market,software,210,108950.26
acct_00725,Conta 00725,smb,manufacturing,83,34078.4
acct_00726,Conta 00726,smb,manufacturing,58,62828.2
acct_00727,Conta 00727,smb,education,87,62100.89
acct_00728,Conta 00728,mid_market,financial_services,768,49151.91
acct_00729,Conta 00729,mid_market,retail,707,63423.15
acct_00730,Conta 00730,mid_market,retail,764,38809.06
acct_00731,Conta 00731,mid_market,healthcare,567,54504.39
acct_00732,Conta 00732,smb,manufacturing,109,37342.82
acct_00733,Conta 00733,smb,software,149,52669.41
acct_00734,Conta 00734,mid_market,healthcare,330,39971.49
acct_00735,Conta 00735,smb,software,30,59845.85
acct_00736,Conta 00736,smb,manufacturing,91,58591.06
acct_00737,Conta 00737,smb,retail,67,37099.72
acct_00738,Conta 00738,smb,manufacturing,46,30767.25
acct_00739,Conta 00739,enterprise,software,3029,47485.91
acct_00740,Conta 00740,mid_market,manufacturing,307,62627.83
acct_00741,Conta 00741,smb,software,72,12860.42
acct_00742,Conta 00742,smb,education,82,63390.06
acct_00743,Conta 00743,mid_market,software,872,32465.42
acct_00744,Conta 00744,mid_market,healthcare,627,58690.08
acct_00745,Conta 00745,smb,financial_services,129,72973.2
acct_00746,Conta 00746,smb,financial_services,84,43780.48
acct_00747,Conta 00747,smb,healthcare,59,30106.2
acct_00748,Conta 00748,smb,software,49,18061.96
acct_00749,Conta 00749,mid_market,manufacturing,414,65327.15
acct_00750,Conta 00750,mid_market,education,622,52260.62
acct_00751,Conta 00751,mid_market,healthcare,839,27863.32
acct_00752,Conta 00752,mid_market,retail,835,58642.36
acct_00753,Conta 00753,mid_market,retail,692,100437.37
acct_00754,Conta 00754,smb,education,121,8000.0
acct_00755,Conta 00755,mid_market,education,483,74018.74
acct_00756,Conta 00756,smb,financial_services,114,34983.11
acct_00757,Conta 00757,mid_market,education,493,14260.69
acct_00758,Conta 00758,enterprise,education,1631,34224.68
acct_00759,Conta 00759,mid_market,financial_services,560,50193.65
acct_00760,Conta 00760,smb,healthcare,154,44996.08
acct_00761,Conta 00761,mid_market,education,596,95677.79
acct_00762,Conta 00762,smb,education,93,48074.88
acct_00763,Conta 00763,smb,software,45,44954.65
acct_00764,Conta 00764,enterprise,manufacturing,1094,55053.57
acct_00765,Conta 00765,smb,healthcare,165,59526.78
acct_00766,Conta 00766,smb,education,132,59294.32
acct_00767,Conta 00767,smb,healthcare,144,23012.84
acct_00768,Conta 00768,smb,education,78,57183.89
acct_00769,Conta 00769,smb,healthcare,53,48108.06
acct_00770,Conta 00770,mid_market,software,641,40416.74
acct_00771,Conta 00771,enterprise,retail,4387,43541.23
acct_00772,Conta 00772,smb,financial_services,121,42568.33
acct_00773,Conta 00773,mid_market,healthcare,478,96241.68
acct_00774,Conta 00774,mid_market,education,355,63883.98
acct_00775,Conta 00775,smb,education,43,34589.83
acct_00776,Conta 00776,enterprise,healthcare,4065,40772.58
acct_00777,Conta 00777,mid_market,financial_services,263,46133.14
acct_00778,Conta 00778,mid_market,healthcare,550,58950.64
acct_00779,Conta 00779,enterprise,retail,2163,104294.06
acct_00780,Conta 00780,mid_market,retail,294,69587.3
acct_00781,Conta 00781,smb,healthcare,79,67870.66
acct_00782,Conta 00782,mid_market,software,323,46985.28
acct_00783,Conta 00783,smb,healthcare,171,68752.95
acct_00784,Conta 00784,smb,education,67,14849.28
acct_00785,Conta 00785,mid_market,retail,613,56350.91
acct_00786,Conta 00786,mid_market,retail,695,72652.8
acct_00787,Conta 00787,smb,software,54,13547.22
acct_00788,Conta 00788,mid_market,financial_services,341,66503.45
acct_00789,Conta 00789,enterprise,healthcare,3934,53663.24
acct_00790,Conta 00790,enterprise,healthcare,3697,36739.03
acct_00791,Conta 00791,enterprise,healthcare,1398,76692.66
acct_00792,Conta 00792,smb,healthcare,50,63668.08
acct_00793,Conta 00793,smb,manufacturing,149,55071.29
acct_00794,Conta 00794,enterprise,healthcare,1989,40993.13
acct_00795,Conta 00795,smb,software,178,42506.7
acct_00796,Conta 00796,smb,manufacturing,128,47039.03
acct_00797,Conta 00797,mid_market,retail,370,35209.76
acct_00798,Conta 00798,mid_market,manufacturing,510,52303.11
acct_00799,Conta 00799,enterprise,education,952,82112.12
acct_00800,Conta 00800,mid_market,software,386,101510.42
acct_00801,Conta 00801,mid_market,financial_services,877,52851.26
acct_00802,Conta 00802,mid_market,software,568,50967.36
acct_00803,Conta 00803,enterprise,education,2640,88339.27
acct_00804,Conta 00804,mid_market,healthcare,598,56033.18
acct_00805,Conta 00805,mid_market,retail,727,50293.36
acct_00806,Conta 00806,smb,retail,153,66990.13
acct_00807,Conta 00807,enterprise,software,3919,41082.43
acct_00808,Conta 00808,smb,software,98,56773.61
acct_00809,Conta 00809,smb,healthcare,63,48099.52
acct_00810,Conta 00810,smb,manufacturing,44,58081.58
acct_00811,Conta 00811,mid_market,financial_services,200,66600.23
acct_00812,Conta 00812,smb,education,90,48048.76
acct_00813,Conta 00813,smb,software,73,34321.39
acct_00814,Conta 00814,enterprise,software,2784,56520.84
acct_00815,Conta 00815,mid_market,manufacturing,240,93416.39
acct_00816,Conta 00816,mid_market,healthcare,228,9180.29
acct_00817,Conta 00817,mid_market,software,639,19453.07
acct_00818,Conta 00818,mid_market,education,876,64349.47
acct_00819,Conta 00819,smb,retail,69,27633.38
acct_00820,Conta 00820,smb,retail,30,41089.97
acct_00821,Conta 00821,smb,manufacturing,66,42493.24
acct_00822,Conta 00822,mid_market,financial_services,370,49095.65
acct_00823,Conta 00823,smb,healthcare,58,36349.04
acct_00824,Conta 00824,smb,healthcare,78,60052.1
acct_00825,Conta 00825,mid_market,education,484,26408.88
acct_00826,Conta 00826,smb,software,114,45382.77
acct_00827,Conta 00827,mid_market,software,683,21254.42
acct_00828,Conta 00828,smb,manufacturing,136,57384.12
acct_00829,Conta 00829,mid_market,software,369,65633.63
acct_00830,Conta 00830,enterprise,software,2396,79394.58
acct_00831,Conta 00831,smb,financial_services,52,40265.13
acct_00832,Conta 00832,smb,retail,142,36330.42
acct_00833,Conta 00833,mid_market,retail,321,63591.87
acct_00834,Conta 00834,smb,manufacturing,47,52220.9
acct_00835,Conta 00835,smb,education,152,37376.78
acct_00836,Conta 00836,smb,retail,114,54806.35
acct_00837,Conta 00837,smb,financial_services,170,50360.1
acct_00838,Conta 00838,mid_market,financial_services,437,29246.79
acct_00839,Conta 00839,enterprise,software,4085,75490.19
acct_00840,Conta 00840,smb,software,150,78137.59
acct_00841,Conta 00841,smb,software,35,58997.8
acct_00842,Conta 00842,smb,healthcare,88,38205.07
acct_00843,Conta 00843,enterprise,manufacturing,3491,51477.1
acct_00844,Conta 00844,enterprise,education,3220,59159.46
acct_00845,Conta 00845,mid_market,retail,791,67760.51
acct_00846,Conta 00846,mid_market,software,678,59790.08
acct_00847,Conta 00847,mid_market,financial_services,453,73056.82
acct_00848,Conta 00848,enterprise,software,1800,119799.83
acct_00849,Conta 00849,enterprise,financial_services,2439,22470.7
acct_00850,Conta 00850,enterprise,retail,2460,52796.95
acct_00851,Conta 00851,mid_market,manufacturing,431,44460.59
acct_00852,Conta 00852,mid_market,financial_services,328,72393.73
acct_00853,Conta 00853,mid_market,education,385,63836.22
acct_00854,Conta 00854,smb,software,160,58273.17
acct_00855,Conta 00855,mid_market,education,882,41637.65
acct_00856,Conta 00856,smb,software,143,40202.78
acct_00857,Conta 00857,smb,software,30,32448.0
acct_00858,Conta 00858,smb,software,61,31644.38
acct_00859,Conta 00859,mid_market,software,504,36713.91
acct_00860,Conta 00860,enterprise,retail,3718,31864.2
acct_00861,Conta 00861,smb,education,91,81364.96
acct_00862,Conta 00862,smb,education,77,49791.83
acct_00863,Conta 00863,mid_market,education,343,93294.74
acct_00864,Conta 00864,mid_market,software,385,62336.39
acct_00865,Conta 00865,smb,healthcare,106,27309.37
acct_00866,Conta 00866,smb,retail,158,42715.79
acct_00867,Conta 00867,mid_market,healthcare,894,54769.08
acct_00868,Conta 00868,smb,healthcare,143,92696.24
acct_00869,Conta 00869,enterprise,retail,974,90848.42
acct_00870,Conta 00870,smb,software,31,46312.51
acct_00871,Conta 00871,mid_market,financial_services,597,48828.1
acct_00872,Conta 00872,mid_market,education,594,27519.04
acct_00873,Conta 00873,mid_market,education,649,74296.74
acct_00874,Conta 00874,smb,software,81,62643.33
acct_00875,Conta 00875,smb,manufacturing,55,25041.86
acct_00876,Conta 00876,mid_market,software,844,44579.42
acct_00877,Conta 00877,smb,education,71,60098.83
acct_00878,Conta 00878,smb,retail,158,63586.11
acct_00879,Conta 00879,enterprise,manufacturing,4299,82024.06
acct_00880,Conta 00880,mid_market,financial_services,683,17131.57
acct_00881,Conta 00881,mid_market,retail,877,78646.0
acct_00882,Conta 00882,mid_market,healthcare,366,39435.32
acct_00883,Conta 00883,enterprise,retail,2465,51118.24
acct_00884,Conta 00884,enterprise,software,2319,42278.34
acct_00885,Conta 00885,smb,manufacturing,159,58211.65
acct_00886,Conta 00886,smb,software,46,45363.87
acct_00887,Conta 00887,smb,manufacturing,151,66407.53
acct_00888,Conta 00888,smb,manufacturing,117,51777.63
acct_00889,Conta 00889,mid_market,financial_services,750,43403.31
acct_00890,Conta 00890,smb,healthcare,152,51485.07
acct_00891,Conta 00891,smb,education,167,32202.21
acct_00892,Conta 00892,enterprise,software,3059,87769.74
acct_00893,Conta 00893,mid_market,healthcare,791,41223.47
acct_00894,Conta 00894,mid_market,software,445,64519.97
acct_00895,Conta 00895,mid_market,education,822,48938.35
acct_00896,Conta 00896,smb,retail,101,50940.9
acct_00897,Conta 00897,smb,healthcare,81,58549.43
acct_00898,Conta 00898,mid_market,software,269,84285.11
acct_00899,Conta 00899,mid_market,software,292,23948.49
acct_00900,Conta 00900,smb,retail,156,77383.92
acct_00901,Conta 00901,smb,financial_services,93,30161.65
acct_00902,Conta 00902,smb,manufacturing,111,10674.25
acct_00903,Conta 00903,mid_market,financial_services,750,35315.04
acct_00904,Conta 00904,mid_market,retail,251,59628.48
acct_00905,Conta 00905,mid_market,software,739,54917.65
acct_00906,Conta 00906,smb,education,66,52679.01
acct_00907,Conta 00907,mid_market,software,779,37763.16
acct_00908,Conta 00908,mid_market,education,883,65012.18
acct_00909,Conta 00909,smb,financial_services,87,8000.0
acct_00910,Conta 00910,mid_market,manufacturing,698,51416.96
acct_00911,Conta 00911,enterprise,financial_services,2900,43264.58
acct_00912,Conta 00912,smb,financial_services,103,54555.02
acct_00913,Conta 00913,enterprise,education,3737,55464.04
acct_00914,Conta 00914,smb,healthcare,125,47353.7
acct_00915,Conta 00915,smb,retail,35,31933.39
acct_00916,Conta 00916,mid_market,healthcare,536,9411.98
acct_00917,Conta 00917,smb,financial_services,125,34469.07
acct_00918,Conta 00918,smb,retail,91,19669.43
acct_00919,Conta 00919,smb,financial_services,62,73879.43
acct_00920,Conta 00920,smb,healthcare,36,32429.76
acct_00921,Conta 00921,mid_market,software,343,37148.93
acct_00922,Conta 00922,smb,education,127,82996.88
acct_00923,Conta 00923,enterprise,retail,3161,93492.9
acct_00924,Conta 00924,smb,healthcare,168,50276.95
acct_00925,Conta 00925,mid_market,education,409,59190.84
acct_00926,Conta 00926,mid_market,retail,718,45309.88
acct_00927,Conta 00927,mid_market,healthcare,608,61938.25
acct_00928,Conta 00928,mid_market,retail,368,37629.97
acct_00929,Conta 00929,smb,financial_services,134,74839.01
acct_00930,Conta 00930,mid_market,financial_services,690,80700.22
acct_00931,Conta 00931,mid_market,education,694,37247.92
acct_00932,Conta 00932,enterprise,retail,3481,81787.94
acct_00933,Conta 00933,smb,retail,56,49372.63
acct_00934,Conta 00934,smb,healthcare,115,48173.04
acct_00935,Conta 00935,smb,healthcare,153,60909.61
acct_00936,Conta 00936,mid_market,retail,732,56002.82
acct_00937,Conta 00937,mid_market,education,272,42795.38
acct_00938,Conta 00938,enterprise,manufacturing,2309,103223.19
acct_00939,Conta 00939,enterprise,healthcare,2536,84741.1
acct_00940,Conta 00940,smb,manufacturing,30,32644.1
acct_00941,Conta 00941,smb,software,113,50100.64
acct_00942,Conta 00942,enterprise,manufacturing,3103,75972.14
acct_00943,Conta 00943,smb,manufacturing,123,82311.05
acct_00944,Conta 00944,enterprise,retail,1950,62858.42
acct_00945,Conta 00945,smb,financial_services,158,61018.85
acct_00946,Conta 00946,mid_market,software,225,49923.31
acct_00947,Conta 00947,mid_market,software,659,17130.64
acct_00948,Conta 00948,smb,retail,179,23397.08
acct_00949,Conta 00949,enterprise,education,3177,74671.61
acct_00950,Conta 00950,mid_market,healthcare,593,54330.88
acct_00951,Conta 00951,mid_market,software,349,37523.82
acct_00952,Conta 00952,smb,retail,36,36723.84
acct_00953,Conta 00953,mid_market,healthcare,669,45417.06
acct_00954,Conta 00954,mid_market,financial_services,649,37047.44
acct_00955,Conta 00955,enterprise,healthcare,2552,113885.37
acct_00956,Conta 00956,smb,software,76,46255.93
acct_00957,Conta 00957,smb,retail,136,38031.46
acct_00958,Conta 00958,smb,retail,139,71567.98
acct_00959,Conta 00959,mid_market,software,716,66088.24
acct_00960,Conta 00960,enterprise,financial_services,2955,20003.92
acct_00961,Conta 00961,enterprise,retail,979,42499.44
acct_00962,Conta 00962,mid_market,retail,264,28204.0
acct_00963,Conta 00963,enterprise,retail,2185,33301.39
acct_00964,Conta 00964,smb,retail,108,31078.52
acct_00965,Conta 00965,mid_market,retail,816,27471.96
acct_00966,Conta 00966,mid_market,education,470,73848.2
acct_00967,Conta 00967,smb,education,128,43412.46
acct_00968,Conta 00968,smb,healthcare,45,44539.72
acct_00969,Conta 00969,smb,healthcare,59,70401.9
acct_00970,Conta 00970,mid_market,retail,789,56482.28
acct_00971,Conta 00971,smb,software,161,68846.97
acct_00972,Conta 00972,mid_market,retail,620,52878.17
acct_00973,Conta 00973,smb,healthcare,162,69094.12
acct_00974,Conta 00974,mid_market,financial_services,633,30565.79
acct_00975,Conta 00975,smb,education,136,61946.98
acct_00976,Conta 00976,smb,software,42,32069.87
acct_00977,Conta 00977,smb,financial_services,116,52482.35
acct_00978,Conta 00978,smb,manufacturing,177,53934.58
acct_00979,Conta 00979,enterprise,education,2618,95326.37
acct_00980,Conta 00980,smb,financial_services,88,61338.85
acct_00981,Conta 00981,smb,software,175,36956.5
acct_00982,Conta 00982,smb,healthcare,139,38202.68
acct_00983,Conta 00983,enterprise,software,4088,53004.38
acct_00984,Conta 00984,mid_market,software,276,44470.27
acct_00985,Conta 00985,mid_market,healthcare,566,55926.45
acct_00986,Conta 00986,mid_market,manufacturing,866,49834.62
acct_00987,Conta 00987,mid_market,financial_services,652,43328.35
acct_00988,Conta 00988,mid_market,education,302,49855.53
acct_00989,Conta 00989,enterprise,software,3862,34557.06
acct_00990,Conta 00990,smb,manufacturing,83,62241.25
acct_00991,Conta 00991,mid_market,software,336,92197.72
acct_00992,Conta 00992,enterprise,financial_services,2057,100713.31
acct_00993,Conta 00993,mid_market,healthcare,731,72131.31
acct_00994,Conta 00994,smb,software,161,82068.95
