lead_id,rule_id,sdr_id,priority_tier,routing_method,response_time_hours,routed_at
lead_00333,rule_04,sdr_04,p2,rule_based,3.97,2026-04-19T00:00:00
lead_00334,rule_03,sdr_01,p3,rule_based,1.6,2026-04-19T00:00:00
lead_00335,rule_01,sdr_05,p1,rule_based,6.57,2026-04-19T00:00:00
lead_00336,rule_01,sdr_05,p3,rule_based,9.15,2026-04-19T00:00:00
lead_00337,rule_03,sdr_01,p3,rule_based,15.22,2026-04-19T00:00:00
lead_00338,rule_02,sdr_02,p3,rule_based,19.4,2026-04-19T00:00:00
lead_00339,rule_03,sdr_01,p3,rule_based,17.48,2026-04-19T00:00:00
lead_00340,rule_01,sdr_05,p2,rule_based,13.41,2026-04-19T00:00:00
lead_00341,rule_01,sdr_05,p3,rule_based,1.67,2026-04-19T00:00:00
lead_00342,rule_02,sdr_02,p3,rule_based,20.78,2026-04-19T00:00:00
lead_00343,rule_03,sdr_01,p1,rule_based,2.91,2026-04-20T00:00:00
lead_00344,rule_04,sdr_03,p2,rule_based,14.94,2026-04-20T00:00:00
lead_00345,rule_03,sdr_04,p4,rule_based,16.08,2026-04-20T00:00:00
lead_00346,rule_01,sdr_05,p2,rule_based,2.26,2026-04-20T00:00:00
lead_00347,rule_04,sdr_03,p4,rule_based,35.26,2026-04-20T00:00:00
lead_00348,rule_03,sdr_04,p3,rule_based,14.45,2026-04-20T00:00:00
lead_00349,rule_04,sdr_02,p2,rule_based,8.06,2026-04-20T00:00:00
lead_00350,rule_03,,p3,rule_based,,2026-04-20T00:00:00
lead_00351,rule_03,sdr_01,p3,rule_based,13.94,2026-04-20T00:00:00
lead_00352,rule_02,sdr_02,p3,rule_based,38.28,2026-04-20T00:00:00
lead_00353,rule_03,sdr_01,p3,rule_based,10.72,2026-04-20T00:00:00
lead_00354,rule_02,sdr_02,p4,rule_based,7.62,2026-04-20T00:00:00
lead_00355,rule_01,sdr_05,p3,rule_based,17.66,2026-04-20T00:00:00
lead_00356,rule_01,sdr_05,p3,rule_based,15.98,2026-04-20T00:00:00
lead_00357,rule_04,sdr_03,p1,rule_based,9.72,2026-04-20T00:00:00
lead_00358,rule_03,sdr_04,p3,rule_based,30.23,2026-04-20T00:00:00
lead_00359,rule_04,sdr_03,p2,rule_based,19.53,2026-04-20T00:00:00
lead_00360,rule_03,sdr_01,p1,rule_based,3.34,2026-04-20T00:00:00
lead_00361,rule_03,sdr_01,p4,rule_based,35.24,2026-04-20T00:00:00
lead_00362,rule_01,sdr_05,p3,rule_based,36.52,2026-04-20T00:00:00
lead_00363,rule_03,sdr_04,p3,rule_based,14.05,2026-04-20T00:00:00
lead_00364,rule_04,sdr_03,p3,rule_based,31.77,2026-04-20T00:00:00
lead_00365,rule_03,sdr_04,p1,rule_based,23.87,2026-04-20T00:00:00
lead_00366,rule_02,sdr_02,p3,rule_based,8.92,2026-04-20T00:00:00
lead_00367,rule_02,sdr_02,p3,rule_based,18.77,2026-04-20T00:00:00
lead_00368,rule_04,sdr_03,p3,rule_based,4.3,2026-04-21T00:00:00
lead_00369,rule_02,sdr_02,p4,rule_based,13.26,2026-04-21T00:00:00
lead_00370,rule_01,sdr_05,p3,rule_based,18.17,2026-04-21T00:00:00
lead_00371,rule_03,sdr_04,p3,rule_based,10.66,2026-04-21T00:00:00
lead_00372,rule_04,sdr_03,p3,rule_based,28.49,2026-04-21T00:00:00
lead_00373,rule_03,sdr_01,p1,rule_based,38.92,2026-04-21T00:00:00
lead_00374,rule_03,sdr_01,p3,rule_based,25.84,2026-04-21T00:00:00
lead_00375,rule_03,sdr_01,p2,rule_based,11.86,2026-04-21T00:00:00
lead_00376,rule_03,sdr_01,p3,rule_based,11.25,2026-04-21T00:00:00
lead_00377,rule_02,sdr_02,p3,rule_based,27.11,2026-04-21T00:00:00
lead_00378,rule_03,sdr_01,p3,rule_based,7.75,2026-04-21T00:00:00
lead_00379,rule_01,sdr_05,p3,rule_based,14.6,2026-04-21T00:00:00
lead_00380,rule_04,sdr_02,p3,rule_based,23.12,2026-04-21T00:00:00
lead_00381,rule_03,sdr_01,p3,rule_based,5.07,2026-04-21T00:00:00
lead_00382,rule_03,sdr_04,p4,rule_based,2.84,2026-04-21T00:00:00
lead_00383,rule_04,sdr_03,p3,rule_based,20.77,2026-04-21T00:00:00
lead_00384,rule_03,sdr_01,p2,rule_based,10.21,2026-04-21T00:00:00
lead_00385,rule_03,sdr_01,p2,rule_based,3.38,2026-04-21T00:00:00
lead_00386,rule_02,sdr_02,p3,rule_based,34.12,2026-04-21T00:00:00
lead_00387,rule_01,sdr_05,p1,rule_based,60.65,2026-04-21T00:00:00
lead_00388,rule_02,sdr_02,p4,rule_based,3.2,2026-04-21T00:00:00
lead_00389,rule_01,sdr_05,p2,rule_based,21.77,2026-04-21T00:00:00
lead_00390,rule_03,sdr_01,p3,rule_based,46.44,2026-04-22T00:00:00
lead_00391,rule_03,sdr_01,p2,rule_based,13.61,2026-04-22T00:00:00
lead_00392,rule_03,sdr_01,p2,rule_based,21.74,2026-04-22T00:00:00
lead_00393,rule_03,sdr_01,p2,rule_based,6.78,2026-04-22T00:00:00
lead_00394,rule_01,sdr_05,p3,rule_based,3.77,2026-04-22T00:00:00
lead_00395,rule_02,sdr_02,p3,rule_based,14.99,2026-04-22T00:00:00
lead_00396,rule_03,sdr_01,p2,rule_based,1.35,2026-04-22T00:00:00
lead_00397,rule_03,sdr_01,p2,rule_based,6.13,2026-04-22T00:00:00
lead_00398,rule_03,sdr_01,p1,rule_based,6.0,2026-04-22T00:00:00
lead_00399,rule_01,sdr_05,p2,rule_based,13.23,2026-04-22T00:00:00
lead_00400,rule_04,sdr_03,p3,rule_based,3.11,2026-04-22T00:00:00
lead_00401,rule_03,sdr_01,p3,rule_based,14.61,2026-04-22T00:00:00
lead_00402,rule_04,sdr_03,p3,rule_based,11.85,2026-04-22T00:00:00
lead_00403,rule_04,sdr_03,p1,rule_based,6.57,2026-04-22T00:00:00
lead_00404,rule_03,sdr_01,p3,rule_based,16.46,2026-04-22T00:00:00
lead_00405,rule_03,sdr_04,p3,rule_based,11.41,2026-04-22T00:00:00
lead_00406,rule_03,sdr_04,p3,rule_based,21.83,2026-04-22T00:00:00
lead_00407,rule_03,sdr_01,p3,rule_based,17.71,2026-04-22T00:00:00
lead_00408,rule_03,,p2,rule_based,,2026-04-22T00:00:00
lead_00409,rule_03,sdr_04,p2,rule_based,5.29,2026-04-22T00:00:00
lead_00410,rule_02,sdr_02,p4,rule_based,26.26,2026-04-22T00:00:00
lead_00411,rule_02,sdr_02,p3,rule_based,54.72,2026-04-22T00:00:00
lead_00412,rule_02,sdr_02,p3,rule_based,3.93,2026-04-22T00:00:00
lead_00413,rule_03,sdr_01,p1,rule_based,3.36,2026-04-22T00:00:00
lead_00414,rule_03,sdr_01,p2,rule_based,6.38,2026-04-23T00:00:00
lead_00415,rule_01,sdr_05,p2,rule_based,14.14,2026-04-23T00:00:00
lead_00416,rule_03,sdr_01,p2,rule_based,6.69,2026-04-23T00:00:00
lead_00417,rule_03,sdr_01,p1,rule_based,0.99,2026-04-23T00:00:00
lead_00418,rule_04,sdr_03,p3,rule_based,10.65,2026-04-23T00:00:00
lead_00419,rule_03,sdr_01,p1,rule_based,37.77,2026-04-23T00:00:00
lead_00420,rule_03,sdr_01,p1,rule_based,3.66,2026-04-23T00:00:00
lead_00421,rule_02,sdr_02,p3,rule_based,10.09,2026-04-23T00:00:00
lead_00422,rule_04,sdr_04,p4,rule_based,5.73,2026-04-23T00:00:00
lead_00423,rule_03,sdr_01,p3,rule_based,9.05,2026-04-23T00:00:00
lead_00424,rule_02,sdr_02,p2,rule_based,18.92,2026-04-23T00:00:00
lead_00425,rule_01,sdr_05,p1,rule_based,16.94,2026-04-23T00:00:00
lead_00426,rule_04,sdr_04,p2,rule_based,22.02,2026-04-23T00:00:00
lead_00427,rule_04,sdr_03,p1,rule_based,3.33,2026-04-23T00:00:00
lead_00428,rule_03,sdr_04,p3,rule_based,21.41,2026-04-23T00:00:00
lead_00429,rule_01,sdr_05,p3,rule_based,5.92,2026-04-23T00:00:00
lead_00430,rule_04,sdr_03,p3,rule_based,13.0,2026-04-23T00:00:00
lead_00431,rule_01,sdr_05,p3,rule_based,10.31,2026-04-23T00:00:00
lead_00432,rule_04,sdr_02,p2,rule_based,9.48,2026-04-23T00:00:00
lead_00433,rule_02,sdr_02,p4,rule_based,16.82,2026-04-23T00:00:00
lead_00434,rule_03,sdr_04,p1,rule_based,20.92,2026-04-23T00:00:00
lead_00435,rule_04,sdr_03,p2,rule_based,9.38,2026-04-24T00:00:00
lead_00436,rule_02,sdr_02,p4,rule_based,13.06,2026-04-24T00:00:00
lead_00437,rule_03,sdr_04,p1,rule_based,37.64,2026-04-24T00:00:00
lead_00438,rule_03,sdr_01,p2,rule_based,3.51,2026-04-24T00:00:00
lead_00439,rule_01,sdr_05,p1,rule_based,3.75,2026-04-24T00:00:00
lead_00440,rule_04,sdr_02,p4,rule_based,35.58,2026-04-24T00:00:00
lead_00441,rule_03,sdr_01,p3,rule_based,37.06,2026-04-24T00:00:00
lead_00442,rule_02,sdr_02,p2,rule_based,8.92,2026-04-24T00:00:00
lead_00443,rule_03,sdr_01,p2,rule_based,8.03,2026-04-24T00:00:00
lead_00444,rule_02,sdr_02,p3,rule_based,17.17,2026-04-24T00:00:00
lead_00445,rule_01,sdr_05,p1,rule_based,4.05,2026-04-24T00:00:00
lead_00446,rule_04,sdr_04,p3,rule_based,10.03,2026-04-24T00:00:00
lead_00447,rule_01,sdr_05,p2,rule_based,10.99,2026-04-24T00:00:00
lead_00448,rule_03,sdr_01,p4,rule_based,16.11,2026-04-24T00:00:00
lead_00449,rule_03,sdr_01,p3,rule_based,13.35,2026-04-24T00:00:00
lead_00450,rule_04,sdr_03,p3,rule_based,7.85,2026-04-24T00:00:00
lead_00451,rule_02,sdr_02,p2,rule_based,7.22,2026-04-24T00:00:00
lead_00452,rule_04,sdr_04,p1,rule_based,7.18,2026-04-24T00:00:00
lead_00453,rule_03,sdr_04,p1,rule_based,15.37,2026-04-24T00:00:00
lead_00454,rule_03,sdr_01,p3,rule_based,6.87,2026-04-24T00:00:00
lead_00455,rule_01,sdr_05,p1,rule_based,13.08,2026-04-24T00:00:00
lead_00456,rule_01,sdr_05,p4,rule_based,5.65,2026-04-25T00:00:00
lead_00457,rule_03,sdr_01,p1,rule_based,4.07,2026-04-25T00:00:00
lead_00458,rule_01,sdr_05,p2,rule_based,6.13,2026-04-25T00:00:00
lead_00459,rule_03,sdr_01,p3,rule_based,4.34,2026-04-25T00:00:00
lead_00460,rule_02,sdr_02,p2,rule_based,6.49,2026-04-25T00:00:00
lead_00461,rule_03,sdr_01,p3,rule_based,3.87,2026-04-25T00:00:00
lead_00462,rule_01,sdr_05,p3,rule_based,17.44,2026-04-25T00:00:00
lead_00463,rule_04,sdr_02,p3,rule_based,14.06,2026-04-25T00:00:00
lead_00464,rule_01,sdr_05,p3,rule_based,52.33,2026-04-25T00:00:00
lead_00465,rule_03,sdr_01,p1,rule_based,2.45,2026-04-25T00:00:00
lead_00466,rule_03,sdr_01,p3,rule_based,20.56,2026-04-25T00:00:00
lead_00467,rule_04,sdr_04,p2,rule_based,2.52,2026-04-25T00:00:00
lead_00468,rule_01,sdr_05,p1,rule_based,20.58,2026-04-25T00:00:00
lead_00469,rule_03,sdr_01,p2,rule_based,6.62,2026-04-25T00:00:00
lead_00470,rule_03,sdr_01,p3,rule_based,14.15,2026-04-25T00:00:00
lead_00471,rule_03,sdr_01,p1,rule_based,10.39,2026-04-25T00:00:00
lead_00472,rule_01,sdr_05,p4,rule_based,8.21,2026-04-25T00:00:00
lead_00473,rule_03,sdr_01,p1,rule_based,22.23,2026-04-25T00:00:00
lead_00474,rule_03,sdr_01,p2,rule_based,12.41,2026-04-25T00:00:00
lead_00475,rule_04,sdr_03,p3,rule_based,11.92,2026-04-25T00:00:00
lead_00476,rule_01,sdr_05,p3,rule_based,16.19,2026-04-25T00:00:00
lead_00477,rule_01,sdr_05,p2,rule_based,20.61,2026-04-25T00:00:00
lead_00478,rule_02,sdr_02,p2,rule_based,20.95,2026-04-25T00:00:00
lead_00479,rule_03,sdr_01,p1,rule_based,11.37,2026-04-25T00:00:00
lead_00480,rule_02,sdr_02,p4,rule_based,6.05,2026-04-26T00:00:00
lead_00481,rule_03,sdr_04,p4,rule_based,12.8,2026-04-26T00:00:00
lead_00482,rule_03,sdr_01,p3,rule_based,2.82,2026-04-26T00:00:00
lead_00483,rule_01,sdr_05,p2,rule_based,11.8,2026-04-26T00:00:00
lead_00484,rule_01,sdr_05,p3,rule_based,21.6,2026-04-26T00:00:00
lead_00485,rule_02,sdr_02,p2,rule_based,12.1,2026-04-26T00:00:00
lead_00486,rule_02,sdr_02,p3,rule_based,24.9,2026-04-26T00:00:00
lead_00487,rule_04,sdr_02,p3,rule_based,32.49,2026-04-26T00:00:00
lead_00488,rule_01,sdr_05,p1,rule_based,1.0,2026-04-26T00:00:00
lead_00489,rule_03,sdr_01,p3,rule_based,20.02,2026-04-26T00:00:00
lead_00490,rule_03,sdr_01,p3,rule_based,13.64,2026-04-26T00:00:00
lead_00491,rule_02,sdr_02,p4,rule_based,49.72,2026-04-26T00:00:00
lead_00492,rule_01,sdr_05,p4,rule_based,38.15,2026-04-26T00:00:00
lead_00493,rule_03,,p3,rule_based,,2026-04-26T00:00:00
lead_00494,rule_02,sdr_02,p3,rule_based,19.22,2026-04-26T00:00:00
lead_00495,rule_03,sdr_01,p1,rule_based,38.0,2026-04-26T00:00:00
lead_00496,rule_02,sdr_02,p4,rule_based,32.2,2026-04-26T00:00:00
lead_00497,rule_04,sdr_04,p3,rule_based,3.05,2026-04-26T00:00:00
lead_00498,rule_02,sdr_02,p3,rule_based,1.93,2026-04-26T00:00:00
lead_00499,rule_03,sdr_01,p3,rule_based,20.74,2026-04-26T00:00:00
lead_00500,rule_03,sdr_01,p3,rule_based,8.03,2026-04-26T00:00:00
lead_00501,rule_02,sdr_02,p3,rule_based,20.56,2026-04-26T00:00:00
lead_00502,rule_02,sdr_02,p2,rule_based,19.62,2026-04-26T00:00:00
lead_00503,rule_03,sdr_01,p3,rule_based,33.07,2026-04-27T00:00:00
lead_00504,rule_04,sdr_02,p3,rule_based,8.82,2026-04-27T00:00:00
lead_00505,rule_01,sdr_05,p4,rule_based,8.09,2026-04-27T00:00:00
lead_00506,rule_03,sdr_01,p1,rule_based,8.73,2026-04-27T00:00:00
lead_00507,rule_04,sdr_03,p3,rule_based,4.69,2026-04-27T00:00:00
lead_00508,rule_01,sdr_05,p3,rule_based,24.49,2026-04-27T00:00:00
lead_00509,rule_01,sdr_05,p3,rule_based,5.4,2026-04-27T00:00:00
lead_00510,rule_03,sdr_01,p1,rule_based,2.13,2026-04-27T00:00:00
lead_00511,rule_03,sdr_01,p2,rule_based,9.11,2026-04-27T00:00:00
lead_00512,rule_03,sdr_01,p4,rule_based,28.15,2026-04-27T00:00:00
lead_00513,rule_04,sdr_03,p2,rule_based,3.33,2026-04-27T00:00:00
lead_00514,rule_03,sdr_01,p3,rule_based,16.08,2026-04-27T00:00:00
lead_00515,rule_04,sdr_03,p2,rule_based,13.08,2026-04-27T00:00:00
lead_00516,rule_03,sdr_01,p3,rule_based,21.54,2026-04-27T00:00:00
lead_00517,rule_04,sdr_03,p4,rule_based,14.29,2026-04-27T00:00:00
lead_00518,rule_03,sdr_01,p3,rule_based,8.6,2026-04-27T00:00:00
lead_00519,rule_03,sdr_04,p2,rule_based,3.4,2026-04-27T00:00:00
lead_00520,rule_03,sdr_01,p2,rule_based,9.58,2026-04-27T00:00:00
lead_00521,rule_03,sdr_01,p4,rule_based,15.32,2026-04-27T00:00:00
lead_00522,rule_01,sdr_05,p2,rule_based,6.39,2026-04-27T00:00:00
lead_00523,rule_04,sdr_02,p4,rule_based,39.32,2026-04-27T00:00:00
lead_00524,rule_03,sdr_01,p2,rule_based,2.61,2026-04-27T00:00:00
lead_00525,rule_02,sdr_02,p3,rule_based,11.95,2026-04-28T00:00:00
lead_00526,rule_01,sdr_05,p3,rule_based,2.28,2026-04-28T00:00:00
lead_00527,rule_02,sdr_02,p2,rule_based,24.34,2026-04-28T00:00:00
lead_00528,rule_02,sdr_02,p3,rule_based,19.57,2026-04-28T00:00:00
lead_00529,rule_02,sdr_02,p4,rule_based,42.41,2026-04-28T00:00:00
lead_00530,rule_04,sdr_02,p3,rule_based,40.9,2026-04-28T00:00:00
lead_00531,rule_01,sdr_05,p1,rule_based,9.28,2026-04-28T00:00:00
lead_00532,rule_04,sdr_03,p3,rule_based,5.62,2026-04-28T00:00:00
lead_00533,rule_03,sdr_01,p3,rule_based,17.35,2026-04-28T00:00:00
lead_00534,rule_03,sdr_01,p4,rule_based,7.37,2026-04-28T00:00:00
lead_00535,rule_03,sdr_01,p3,rule_based,23.3,2026-04-28T00:00:00
lead_00536,rule_02,sdr_02,p3,rule_based,18.39,2026-04-28T00:00:00
lead_00537,rule_03,sdr_01,p1,rule_based,4.78,2026-04-28T00:00:00
lead_00538,rule_03,sdr_01,p2,rule_based,13.54,2026-04-28T00:00:00
lead_00539,rule_02,sdr_02,p3,rule_based,10.22,2026-04-28T00:00:00
lead_00540,rule_04,sdr_03,p4,rule_based,13.76,2026-04-28T00:00:00
lead_00541,rule_01,sdr_05,p2,rule_based,4.56,2026-04-28T00:00:00
lead_00542,rule_02,sdr_02,p4,rule_based,16.66,2026-04-28T00:00:00
lead_00543,rule_01,sdr_05,p3,rule_based,36.65,2026-04-28T00:00:00
lead_00544,rule_03,sdr_01,p2,rule_based,15.32,2026-04-28T00:00:00
lead_00545,rule_02,sdr_02,p2,rule_based,10.97,2026-04-28T00:00:00
lead_00546,rule_03,sdr_01,p1,rule_based,2.11,2026-04-28T00:00:00
lead_00547,rule_04,sdr_03,p4,rule_based,28.67,2026-04-28T00:00:00
lead_00548,rule_04,sdr_03,p2,rule_based,10.74,2026-04-28T00:00:00
lead_00549,rule_03,sdr_01,p1,rule_based,11.83,2026-04-28T00:00:00
lead_00550,rule_01,sdr_05,p1,rule_based,46.41,2026-04-28T00:00:00
lead_00551,rule_04,sdr_03,p3,rule_based,9.43,2026-04-28T00:00:00
lead_00552,rule_01,,p2,rule_based,,2026-04-28T00:00:00
lead_00553,rule_02,sdr_02,p4,rule_based,48.8,2026-04-29T00:00:00
lead_00554,rule_04,sdr_03,p3,rule_based,7.01,2026-04-29T00:00:00
lead_00555,rule_03,sdr_01,p1,rule_based,2.75,2026-04-29T00:00:00
lead_00556,rule_03,sdr_01,p2,rule_based,3.57,2026-04-29T00:00:00
lead_00557,rule_01,sdr_05,p2,rule_based,8.42,2026-04-29T00:00:00
lead_00558,rule_01,sdr_05,p3,rule_based,6.43,2026-04-29T00:00:00
lead_00559,rule_03,sdr_01,p1,rule_based,33.64,2026-04-29T00:00:00
lead_00560,rule_03,sdr_04,p4,rule_based,3.34,2026-04-29T00:00:00
lead_00561,rule_03,sdr_04,p1,rule_based,14.22,2026-04-29T00:00:00
lead_00562,rule_04,sdr_02,p3,rule_based,7.09,2026-04-29T00:00:00
lead_00563,rule_03,sdr_01,p3,rule_based,10.8,2026-04-29T00:00:00
lead_00564,rule_03,sdr_01,p3,rule_based,15.91,2026-04-29T00:00:00
lead_00565,rule_04,sdr_02,p2,rule_based,6.59,2026-04-29T00:00:00
lead_00566,rule_03,sdr_01,p3,rule_based,20.02,2026-04-29T00:00:00
lead_00567,rule_03,sdr_01,p3,rule_based,26.73,2026-04-29T00:00:00
lead_00568,rule_02,sdr_02,p3,rule_based,15.37,2026-04-29T00:00:00
lead_00569,rule_04,sdr_02,p3,rule_based,18.22,2026-04-29T00:00:00
lead_00570,rule_03,sdr_04,p3,rule_based,11.6,2026-04-29T00:00:00
lead_00571,rule_04,sdr_02,p2,rule_based,1.17,2026-04-29T00:00:00
lead_00572,rule_04,sdr_03,p2,rule_based,13.1,2026-04-29T00:00:00
lead_00573,rule_01,sdr_05,p4,rule_based,8.58,2026-04-29T00:00:00
lead_00574,rule_01,sdr_05,p1,rule_based,4.06,2026-04-29T00:00:00
lead_00575,rule_01,sdr_05,p3,rule_based,4.52,2026-04-29T00:00:00
lead_00576,rule_03,sdr_01,p2,rule_based,8.72,2026-04-29T00:00:00
lead_00577,rule_03,sdr_04,p3,rule_based,21.56,2026-04-29T00:00:00
lead_00578,rule_02,sdr_02,p2,rule_based,24.17,2026-04-29T00:00:00
lead_00579,rule_01,sdr_05,p3,rule_based,3.73,2026-04-30T00:00:00
lead_00580,rule_04,sdr_02,p3,rule_based,5.55,2026-04-30T00:00:00
lead_00581,rule_04,sdr_03,p4,rule_based,7.93,2026-04-30T00:00:00
lead_00582,rule_02,sdr_02,p3,rule_based,26.88,2026-04-30T00:00:00
lead_00583,rule_03,sdr_01,p2,rule_based,4.25,2026-04-30T00:00:00
lead_00584,rule_04,,p3,rule_based,,2026-04-30T00:00:00
lead_00585,rule_03,sdr_01,p3,rule_based,46.75,2026-04-30T00:00:00
lead_00586,rule_04,sdr_02,p3,rule_based,17.69,2026-04-30T00:00:00
lead_00587,rule_01,sdr_05,p1,rule_based,50.15,2026-04-30T00:00:00
lead_00588,rule_03,sdr_01,p3,rule_based,18.49,2026-04-30T00:00:00
lead_00589,rule_03,sdr_01,p2,rule_based,6.31,2026-04-30T00:00:00
lead_00590,rule_03,sdr_01,p1,rule_based,9.47,2026-04-30T00:00:00
lead_00591,rule_01,sdr_05,p1,rule_based,4.57,2026-04-30T00:00:00
lead_00592,rule_01,sdr_05,p1,rule_based,0.87,2026-04-30T00:00:00
lead_00593,rule_04,sdr_03,p3,rule_based,5.98,2026-04-30T00:00:00
lead_00594,rule_03,sdr_04,p1,rule_based,7.43,2026-04-30T00:00:00
lead_00595,rule_03,sdr_04,p2,rule_based,5.55,2026-04-30T00:00:00
lead_00596,rule_01,,p1,rule_based,,2026-04-30T00:00:00
lead_00597,rule_04,sdr_04,p3,rule_based,14.93,2026-04-30T00:00:00
lead_00598,rule_01,sdr_05,p1,rule_based,1.2,2026-04-30T00:00:00
lead_00599,rule_03,sdr_01,p3,rule_based,21.22,2026-04-30T00:00:00
lead_00600,rule_03,sdr_01,p1,rule_based,15.43,2026-05-01T00:00:00
lead_00601,rule_03,sdr_01,p1,rule_based,9.04,2026-05-01T00:00:00
lead_00602,rule_03,sdr_01,p3,rule_based,24.63,2026-05-01T00:00:00
lead_00603,rule_01,sdr_05,p2,rule_based,15.83,2026-05-01T00:00:00
lead_00604,rule_01,sdr_05,p1,rule_based,1.94,2026-05-01T00:00:00
lead_00605,rule_01,sdr_05,p3,rule_based,35.83,2026-05-01T00:00:00
lead_00606,rule_04,sdr_02,p2,rule_based,11.33,2026-05-01T00:00:00
lead_00607,rule_01,sdr_05,p2,rule_based,6.83,2026-05-01T00:00:00
lead_00608,rule_04,sdr_03,p3,rule_based,16.65,2026-05-01T00:00:00
lead_00609,rule_01,sdr_05,p3,rule_based,15.12,2026-05-01T00:00:00
lead_00610,rule_03,sdr_01,p3,rule_based,17.05,2026-05-01T00:00:00
lead_00611,rule_03,sdr_01,p4,rule_based,23.81,2026-05-01T00:00:00
lead_00612,rule_01,sdr_05,p2,rule_based,5.58,2026-05-01T00:00:00
lead_00613,rule_01,sdr_05,p3,rule_based,25.17,2026-05-01T00:00:00
lead_00614,rule_01,sdr_05,p1,rule_based,7.07,2026-05-01T00:00:00
lead_00615,rule_03,sdr_01,p2,rule_based,1.96,2026-05-01T00:00:00
lead_00616,rule_02,sdr_02,p4,rule_based,23.08,2026-05-01T00:00:00
lead_00617,rule_03,sdr_04,p2,rule_based,11.64,2026-05-01T00:00:00
lead_00618,rule_02,sdr_02,p3,rule_based,9.21,2026-05-01T00:00:00
lead_00619,rule_02,sdr_02,p3,rule_based,12.66,2026-05-01T00:00:00
lead_00620,rule_01,sdr_05,p3,rule_based,6.48,2026-05-01T00:00:00
lead_00621,rule_02,sdr_02,p3,rule_based,26.6,2026-05-02T00:00:00
lead_00622,rule_03,sdr_04,p4,rule_based,26.66,2026-05-02T00:00:00
lead_00623,rule_02,sdr_02,p4,rule_based,25.03,2026-05-02T00:00:00
lead_00624,rule_02,sdr_02,p4,rule_based,17.01,2026-05-02T00:00:00
lead_00625,rule_04,sdr_03,p3,rule_based,13.78,2026-05-02T00:00:00
lead_00626,rule_02,sdr_02,p3,rule_based,16.23,2026-05-02T00:00:00
lead_00627,rule_01,sdr_05,p1,rule_based,19.03,2026-05-02T00:00:00
lead_00628,rule_04,sdr_03,p4,rule_based,18.06,2026-05-02T00:00:00
lead_00629,rule_02,sdr_02,p3,rule_based,32.85,2026-05-02T00:00:00
lead_00630,rule_02,sdr_02,p3,rule_based,6.07,2026-05-02T00:00:00
lead_00631,rule_03,sdr_01,p3,rule_based,3.5,2026-05-02T00:00:00
lead_00632,rule_03,sdr_01,p1,rule_based,17.74,2026-05-02T00:00:00
lead_00633,rule_04,sdr_03,p3,rule_based,22.15,2026-05-02T00:00:00
lead_00634,rule_01,sdr_05,p3,rule_based,26.44,2026-05-02T00:00:00
lead_00635,rule_04,sdr_02,p3,rule_based,8.37,2026-05-02T00:00:00
lead_00636,rule_03,sdr_01,p1,rule_based,0.85,2026-05-02T00:00:00
lead_00637,rule_02,sdr_02,p3,rule_based,32.33,2026-05-02T00:00:00
lead_00638,rule_01,sdr_05,p2,rule_based,3.37,2026-05-02T00:00:00
lead_00639,rule_03,sdr_01,p3,rule_based,6.75,2026-05-02T00:00:00
lead_00640,rule_04,sdr_03,p3,rule_based,14.59,2026-05-02T00:00:00
lead_00641,rule_02,sdr_02,p3,rule_based,9.15,2026-05-02T00:00:00
lead_00642,rule_03,sdr_01,p4,rule_based,22.2,2026-05-02T00:00:00
lead_00643,rule_03,sdr_01,p3,rule_based,2.37,2026-05-03T00:00:00
lead_00644,rule_04,sdr_02,p3,rule_based,26.79,2026-05-03T00:00:00
lead_00645,rule_01,sdr_05,p3,rule_based,9.64,2026-05-03T00:00:00
lead_00646,rule_03,sdr_01,p4,rule_based,9.65,2026-05-03T00:00:00
lead_00647,rule_04,sdr_03,p2,rule_based,11.72,2026-05-03T00:00:00
lead_00648,rule_04,sdr_03,p3,rule_based,52.61,2026-05-03T00:00:00
lead_00649,rule_02,sdr_02,p3,rule_based,8.0,2026-05-03T00:00:00
lead_00650,rule_01,sdr_05,p1,rule_based,6.9,2026-05-03T00:00:00
lead_00651,rule_01,sdr_05,p1,rule_based,6.47,2026-05-03T00:00:00
lead_00652,rule_03,sdr_01,p2,rule_based,10.17,2026-05-03T00:00:00
lead_00653,rule_03,sdr_01,p2,rule_based,4.44,2026-05-03T00:00:00
lead_00654,rule_02,sdr_02,p3,rule_based,24.19,2026-05-03T00:00:00
lead_00655,rule_01,sdr_05,p4,rule_based,18.87,2026-05-03T00:00:00
lead_00656,rule_02,sdr_02,p3,rule_based,96.55,2026-05-03T00:00:00
lead_00657,rule_03,sdr_01,p3,rule_based,14.48,2026-05-03T00:00:00
lead_00658,rule_02,sdr_02,p4,rule_based,15.12,2026-05-03T00:00:00
lead_00659,rule_02,sdr_02,p3,rule_based,11.65,2026-05-03T00:00:00
lead_00660,rule_04,sdr_03,p3,rule_based,39.58,2026-05-03T00:00:00
lead_00661,rule_03,sdr_01,p3,rule_based,8.57,2026-05-03T00:00:00
lead_00662,rule_03,sdr_01,p4,rule_based,18.7,2026-05-03T00:00:00
lead_00663,rule_01,sdr_05,p3,rule_based,6.63,2026-05-03T00:00:00
lead_00664,rule_02,sdr_02,p4,rule_based,4.94,2026-05-03T00:00:00
lead_00665,rule_02,sdr_02,p4,rule_based,11.31,2026-05-04T00:00:00
