lead_id,account_id,created_date,channel,campaign_id,segment,potential_arr,lead_status,priority_tier
lead_00331,acct_00331,2026-04-19,paid_search,camp_02,mid_market,11349.98,new,p3
lead_00332,acct_00332,2026-04-19,partner,camp_05,mid_market,55498.51,new,p2
lead_00333,acct_00333,2026-04-19,outbound,camp_04,smb,41616.73,new,p2
lead_00334,acct_00334,2026-04-19,organic,camp_07,smb,42632.86,new,p3
lead_00335,acct_00335,2026-04-19,referral,camp_03,enterprise,58664.75,new,p1
lead_00336,acct_00336,2026-04-19,partner,camp_05,enterprise,80754.53,new,p3
lead_00337,acct_00337,2026-04-19,webinar,camp_06,smb,48610.39,new,p3
lead_00338,acct_00338,2026-04-19,paid_search,camp_02,smb,18362.98,new,p3
lead_00339,acct_00339,2026-04-19,organic,camp_07,smb,58915.06,new,p3
lead_00340,acct_00340,2026-04-19,referral,camp_03,enterprise,61656.65,new,p2
lead_00341,acct_00341,2026-04-19,partner,camp_05,enterprise,88355.15,new,p3
lead_00342,acct_00342,2026-04-19,paid_search,camp_01,smb,56675.69,new,p3
lead_00343,acct_00343,2026-04-20,webinar,camp_06,smb,72549.63,new,p1
lead_00344,acct_00344,2026-04-20,outbound,camp_04,smb,55891.68,new,p2
lead_00345,acct_00345,2026-04-20,paid_search,camp_01,mid_market,11193.48,new,p4
lead_00346,acct_00346,2026-04-20,partner,camp_05,mid_market,101283.07,new,p2
lead_00347,acct_00347,2026-04-20,outbound,camp_04,smb,56404.27,new,p4
lead_00348,acct_00348,2026-04-20,referral,camp_03,smb,72059.92,new,p3
lead_00349,acct_00349,2026-04-20,outbound,camp_04,mid_market,43231.96,new,p2
lead_00350,acct_00350,2026-04-20,organic,camp_07,mid_market,39194.71,new,p3
lead_00351,acct_00351,2026-04-20,webinar,camp_06,mid_market,82822.24,new,p3
lead_00352,acct_00352,2026-04-20,paid_search,camp_08,smb,45624.21,new,p3
lead_00353,acct_00353,2026-04-20,referral,camp_03,smb,64292.47,new,p3
lead_00354,acct_00354,2026-04-20,paid_search,camp_02,smb,24160.09,new,p4
lead_00355,acct_00355,2026-04-20,referral,camp_03,enterprise,86382.92,new,p3
lead_00356,acct_00356,2026-04-20,outbound,camp_04,enterprise,23052.66,new,p3
lead_00357,acct_00357,2026-04-20,outbound,camp_04,mid_market,77403.71,new,p1
lead_00358,acct_00358,2026-04-20,paid_search,camp_08,mid_market,56889.11,new,p3
lead_00359,acct_00359,2026-04-20,outbound,camp_04,smb,39778.37,new,p2
lead_00360,acct_00360,2026-04-20,webinar,camp_06,mid_market,83672.44,new,p1
lead_00361,acct_00361,2026-04-20,paid_search,camp_02,mid_market,41236.19,new,p4
lead_00362,acct_00362,2026-04-20,referral,camp_03,enterprise,55074.23,new,p3
lead_00363,acct_00363,2026-04-20,paid_search,camp_01,mid_market,24776.94,new,p3
lead_00364,acct_00364,2026-04-20,outbound,camp_04,smb,32967.04,new,p3
lead_00365,acct_00365,2026-04-20,referral,camp_03,mid_market,43890.35,new,p1
lead_00366,acct_00366,2026-04-20,paid_search,camp_01,smb,34393.9,new,p3
lead_00367,acct_00367,2026-04-20,paid_search,camp_01,smb,67847.61,new,p3
lead_00368,acct_00368,2026-04-21,outbound,camp_04,smb,39577.92,new,p3
lead_00369,acct_00369,2026-04-21,paid_search,camp_02,smb,18969.06,new,p4
lead_00370,acct_00370,2026-04-21,paid_search,camp_01,enterprise,44621.35,new,p3
lead_00371,acct_00371,2026-04-21,referral,camp_03,smb,64795.56,new,p3
lead_00372,acct_00372,2026-04-21,outbound,camp_04,smb,64717.59,new,p3
lead_00373,acct_00373,2026-04-21,organic,camp_07,mid_market,65708.64,new,p1
lead_00374,acct_00374,2026-04-21,organic,camp_07,smb,40327.21,new,p3
lead_00375,acct_00375,2026-04-21,webinar,camp_06,smb,87093.53,new,p2
lead_00376,acct_00376,2026-04-21,paid_search,camp_02,mid_market,67057.28,new,p3
lead_00377,acct_00377,2026-04-21,paid_search,camp_02,smb,60828.94,new,p3
lead_00378,acct_00378,2026-04-21,webinar,camp_06,mid_market,26856.71,new,p3
lead_00379,acct_00379,2026-04-21,paid_search,camp_08,enterprise,57695.56,new,p3
lead_00380,acct_00380,2026-04-21,outbound,camp_04,smb,19215.69,new,p3
lead_00381,acct_00381,2026-04-21,organic,camp_07,mid_market,44052.25,new,p3
lead_00382,acct_00382,2026-04-21,paid_search,camp_02,mid_market,69081.12,new,p4
lead_00383,acct_00383,2026-04-21,outbound,camp_04,smb,50984.06,new,p3
lead_00384,acct_00384,2026-04-21,webinar,camp_06,mid_market,75806.67,new,p2
lead_00385,acct_00385,2026-04-21,referral,camp_03,smb,78456.48,new,p2
lead_00386,acct_00386,2026-04-21,paid_search,camp_02,smb,47009.99,new,p3
lead_00387,acct_00387,2026-04-21,partner,camp_05,enterprise,62675.77,new,p1
lead_00388,acct_00388,2026-04-21,paid_search,camp_02,smb,23438.36,new,p4
lead_00389,acct_00389,2026-04-21,partner,camp_05,enterprise,106652.12,new,p2
lead_00390,acct_00390,2026-04-22,referral,camp_03,smb,42185.27,new,p3
lead_00391,acct_00391,2026-04-22,referral,camp_03,smb,85632.45,new,p2
lead_00392,acct_00392,2026-04-22,referral,camp_03,smb,44983.77,new,p2
lead_00393,acct_00393,2026-04-22,referral,camp_03,smb,70182.5,new,p2
lead_00394,acct_00394,2026-04-22,partner,camp_05,mid_market,91105.64,new,p3
lead_00395,acct_00395,2026-04-22,paid_search,camp_08,smb,58088.38,new,p3
lead_00396,acct_00396,2026-04-22,webinar,camp_06,smb,48850.5,new,p2
lead_00397,acct_00397,2026-04-22,referral,camp_03,smb,39212.82,new,p2
lead_00398,acct_00398,2026-04-22,webinar,camp_06,smb,74382.0,new,p1
lead_00399,acct_00399,2026-04-22,referral,camp_03,enterprise,70789.79,new,p2
lead_00400,acct_00400,2026-04-22,outbound,camp_04,mid_market,80366.57,new,p3
lead_00401,acct_00401,2026-04-22,organic,camp_07,mid_market,35399.8,new,p3
lead_00402,acct_00402,2026-04-22,outbound,camp_04,mid_market,38569.9,new,p3
lead_00403,acct_00403,2026-04-22,outbound,camp_04,mid_market,77589.29,new,p1
lead_00404,acct_00404,2026-04-22,organic,camp_07,smb,44622.18,new,p3
lead_00405,acct_00405,2026-04-22,paid_search,camp_01,mid_market,55587.51,new,p3
lead_00406,acct_00406,2026-04-22,paid_search,camp_08,mid_market,45318.6,new,p3
lead_00407,acct_00407,2026-04-22,referral,camp_03,mid_market,32200.91,new,p3
lead_00408,acct_00408,2026-04-22,referral,camp_03,smb,60446.61,new,p2
lead_00409,acct_00409,2026-04-22,paid_search,camp_08,mid_market,39749.2,new,p2
lead_00410,acct_00410,2026-04-22,paid_search,camp_08,smb,18215.45,new,p4
lead_00411,acct_00411,2026-04-22,paid_search,camp_08,smb,71293.22,new,p3
lead_00412,acct_00412,2026-04-22,paid_search,camp_08,smb,56750.06,new,p3
lead_00413,acct_00413,2026-04-22,organic,camp_07,mid_market,38674.62,new,p1
lead_00414,acct_00414,2026-04-23,referral,camp_03,mid_market,49642.69,new,p2
lead_00415,acct_00415,2026-04-23,paid_search,camp_01,enterprise,69022.25,new,p2
lead_00416,acct_00416,2026-04-23,referral,camp_03,smb,36551.26,new,p2
lead_00417,acct_00417,2026-04-23,paid_search,camp_02,mid_market,61648.51,new,p1
lead_00418,acct_00418,2026-04-23,outbound,camp_04,mid_market,49857.49,new,p3
lead_00419,acct_00419,2026-04-23,webinar,camp_06,smb,72001.7,new,p1
lead_00420,acct_00420,2026-04-23,referral,camp_03,mid_market,40510.12,new,p1
lead_00421,acct_00421,2026-04-23,paid_search,camp_08,smb,86492.56,new,p3
lead_00422,acct_00422,2026-04-23,outbound,camp_04,smb,36784.23,new,p4
lead_00423,acct_00423,2026-04-23,organic,camp_07,mid_market,46839.19,new,p3
lead_00424,acct_00424,2026-04-23,paid_search,camp_01,smb,32596.58,new,p2
lead_00425,acct_00425,2026-04-23,paid_search,camp_08,enterprise,64286.89,new,p1
lead_00426,acct_00426,2026-04-23,outbound,camp_04,smb,40183.25,new,p2
lead_00427,acct_00427,2026-04-23,outbound,camp_04,smb,50727.12,new,p1
lead_00428,acct_00428,2026-04-23,paid_search,camp_02,mid_market,63878.68,new,p3
lead_00429,acct_00429,2026-04-23,partner,camp_05,mid_market,66522.63,new,p3
lead_00430,acct_00430,2026-04-23,outbound,camp_04,smb,51231.7,new,p3
lead_00431,acct_00431,2026-04-23,outbound,camp_04,enterprise,40775.15,new,p3
lead_00432,acct_00432,2026-04-23,outbound,camp_04,mid_market,48593.58,new,p2
lead_00433,acct_00433,2026-04-23,paid_search,camp_08,smb,39949.5,new,p4
lead_00434,acct_00434,2026-04-23,referral,camp_03,mid_market,50051.68,new,p1
lead_00435,acct_00435,2026-04-24,outbound,camp_04,smb,58127.93,new,p2
lead_00436,acct_00436,2026-04-24,paid_search,camp_02,smb,59579.98,new,p4
lead_00437,acct_00437,2026-04-24,paid_search,camp_02,mid_market,48840.42,new,p1
lead_00438,acct_00438,2026-04-24,referral,camp_03,mid_market,43340.21,new,p2
lead_00439,acct_00439,2026-04-24,partner,camp_05,mid_market,86915.54,new,p1
lead_00440,acct_00440,2026-04-24,outbound,camp_04,mid_market,72942.92,new,p4
lead_00441,acct_00441,2026-04-24,webinar,camp_06,mid_market,74375.89,new,p3
lead_00442,acct_00442,2026-04-24,paid_search,camp_02,smb,50393.92,new,p2
lead_00443,acct_00443,2026-04-24,organic,camp_07,mid_market,17092.91,new,p2
lead_00444,acct_00444,2026-04-24,paid_search,camp_08,smb,15850.36,new,p3
lead_00445,acct_00445,2026-04-24,webinar,camp_06,enterprise,75751.9,new,p1
lead_00446,acct_00446,2026-04-24,outbound,camp_04,smb,56648.43,new,p3
lead_00447,acct_00447,2026-04-24,partner,camp_05,enterprise,88194.81,new,p2
lead_00448,acct_00448,2026-04-24,organic,camp_07,smb,31221.83,new,p4
lead_00449,acct_00449,2026-04-24,paid_search,camp_08,mid_market,49112.57,new,p3
lead_00450,acct_00450,2026-04-24,outbound,camp_04,mid_market,48805.41,new,p3
lead_00451,acct_00451,2026-04-24,paid_search,camp_02,smb,34805.04,new,p2
lead_00452,acct_00452,2026-04-24,outbound,camp_04,smb,27540.21,new,p1
lead_00453,acct_00453,2026-04-24,referral,camp_03,mid_market,70971.16,new,p1
lead_00454,acct_00454,2026-04-24,paid_search,camp_08,mid_market,51904.57,new,p3
lead_00455,acct_00455,2026-04-24,outbound,camp_04,enterprise,64672.27,new,p1
lead_00456,acct_00456,2026-04-25,paid_search,camp_01,enterprise,36363.23,new,p4
lead_00457,acct_00457,2026-04-25,webinar,camp_06,mid_market,43870.67,new,p1
lead_00458,acct_00458,2026-04-25,partner,camp_05,enterprise,84557.17,new,p2
lead_00459,acct_00459,2026-04-25,organic,camp_07,mid_market,61078.31,new,p3
lead_00460,acct_00460,2026-04-25,paid_search,camp_01,smb,43168.98,new,p2
lead_00461,acct_00461,2026-04-25,paid_search,camp_01,mid_market,32560.53,new,p3
lead_00462,acct_00462,2026-04-25,partner,camp_05,mid_market,65926.68,new,p3
lead_00463,acct_00463,2026-04-25,outbound,camp_04,mid_market,25410.26,new,p3
lead_00464,acct_00464,2026-04-25,organic,camp_07,enterprise,41994.27,new,p3
lead_00465,acct_00465,2026-04-25,paid_search,camp_08,mid_market,41578.39,new,p1
lead_00466,acct_00466,2026-04-25,organic,camp_07,smb,28152.35,new,p3
lead_00467,acct_00467,2026-04-25,outbound,camp_04,smb,59181.67,new,p2
lead_00468,acct_00468,2026-04-25,paid_search,camp_01,enterprise,72080.18,new,p1
lead_00469,acct_00469,2026-04-25,webinar,camp_06,smb,58329.37,new,p2
lead_00470,acct_00470,2026-04-25,organic,camp_07,smb,69111.1,new,p3
lead_00471,acct_00471,2026-04-25,referral,camp_03,mid_market,67854.93,new,p1
lead_00472,acct_00472,2026-04-25,paid_search,camp_08,enterprise,43928.79,new,p4
lead_00473,acct_00473,2026-04-25,referral,camp_03,mid_market,96680.69,new,p1
lead_00474,acct_00474,2026-04-25,webinar,camp_06,smb,73614.67,new,p2
lead_00475,acct_00475,2026-04-25,outbound,camp_04,smb,78312.39,new,p3
lead_00476,acct_00476,2026-04-25,paid_search,camp_02,enterprise,16572.46,new,p3
lead_00477,acct_00477,2026-04-25,referral,camp_03,enterprise,86579.37,new,p2
lead_00478,acct_00478,2026-04-25,paid_search,camp_08,smb,52993.36,new,p2
lead_00479,acct_00479,2026-04-25,referral,camp_03,mid_market,78545.53,new,p1
lead_00480,acct_00480,2026-04-26,paid_search,camp_01,smb,41247.65,new,p4
lead_00481,acct_00481,2026-04-26,paid_search,camp_08,mid_market,53445.18,new,p4
lead_00482,acct_00482,2026-04-26,paid_search,camp_08,mid_market,23340.79,new,p3
lead_00483,acct_00483,2026-04-26,webinar,camp_06,enterprise,64036.3,new,p2
lead_00484,acct_00484,2026-04-26,webinar,camp_06,enterprise,27459.14,new,p3
lead_00485,acct_00485,2026-04-26,paid_search,camp_02,smb,70101.36,new,p2
lead_00486,acct_00486,2026-04-26,paid_search,camp_01,smb,35971.22,new,p3
lead_00487,acct_00487,2026-04-26,outbound,camp_04,mid_market,47204.85,new,p3
lead_00488,acct_00488,2026-04-26,partner,camp_05,mid_market,107608.57,new,p1
lead_00489,acct_00489,2026-04-26,organic,camp_07,smb,32125.82,new,p3
lead_00490,acct_00490,2026-04-26,organic,camp_07,smb,59912.27,new,p3
lead_00491,acct_00491,2026-04-26,paid_search,camp_08,smb,40696.58,new,p4
lead_00492,acct_00492,2026-04-26,paid_search,camp_08,enterprise,53610.3,new,p4
lead_00493,acct_00493,2026-04-26,organic,camp_07,mid_market,50657.72,new,p3
lead_00494,acct_00494,2026-04-26,paid_search,camp_01,smb,35221.29,new,p3
lead_00495,acct_00495,2026-04-26,referral,camp_03,mid_market,104520.5,new,p1
lead_00496,acct_00496,2026-04-26,paid_search,camp_02,smb,56157.3,new,p4
lead_00497,acct_00497,2026-04-26,outbound,camp_04,smb,67511.65,new,p3
lead_00498,acct_00498,2026-04-26,paid_search,camp_01,smb,26098.35,new,p3
lead_00499,acct_00499,2026-04-26,organic,camp_07,mid_market,58354.4,new,p3
lead_00500,acct_00500,2026-04-26,referral,camp_03,mid_market,56255.38,new,p3
lead_00501,acct_00501,2026-04-26,paid_search,camp_08,smb,30346.62,new,p3
lead_00502,acct_00502,2026-04-26,paid_search,camp_02,smb,67731.58,new,p2
lead_00503,acct_00503,2026-04-27,organic,camp_07,smb,39269.49,new,p3
lead_00504,acct_00504,2026-04-27,outbound,camp_04,mid_market,54463.72,new,p3
lead_00505,acct_00505,2026-04-27,outbound,camp_04,enterprise,33150.24,new,p4
lead_00506,acct_00506,2026-04-27,referral,camp_03,smb,52930.78,new,p1
lead_00507,acct_00507,2026-04-27,outbound,camp_04,mid_market,64930.26,new,p3
lead_00508,acct_00508,2026-04-27,paid_search,camp_01,enterprise,39018.29,new,p3
lead_00509,acct_00509,2026-04-27,partner,camp_05,enterprise,84821.74,new,p3
lead_00510,acct_00510,2026-04-27,paid_search,camp_01,mid_market,39352.68,new,p1
lead_00511,acct_00511,2026-04-27,referral,camp_03,smb,66055.38,new,p2
lead_00512,acct_00512,2026-04-27,paid_search,camp_01,mid_market,46112.29,new,p4
lead_00513,acct_00513,2026-04-27,outbound,camp_04,smb,45253.69,new,p2
lead_00514,acct_00514,2026-04-27,paid_search,camp_08,mid_market,13425.13,new,p3
lead_00515,acct_00515,2026-04-27,outbound,camp_04,mid_market,68199.99,new,p2
lead_00516,acct_00516,2026-04-27,organic,camp_07,mid_market,42906.43,new,p3
lead_00517,acct_00517,2026-04-27,outbound,camp_04,mid_market,19838.92,new,p4
lead_00518,acct_00518,2026-04-27,webinar,camp_06,smb,72644.59,new,p3
lead_00519,acct_00519,2026-04-27,referral,camp_03,smb,70829.61,new,p2
lead_00520,acct_00520,2026-04-27,paid_search,camp_01,mid_market,48751.95,new,p2
lead_00521,acct_00521,2026-04-27,organic,camp_07,smb,47767.21,new,p4
lead_00522,acct_00522,2026-04-27,partner,camp_05,enterprise,85917.81,new,p2
lead_00523,acct_00523,2026-04-27,outbound,camp_04,smb,48028.19,new,p4
lead_00524,acct_00524,2026-04-27,webinar,camp_06,smb,63260.77,new,p2
lead_00525,acct_00525,2026-04-28,paid_search,camp_02,smb,57376.32,new,p3
lead_00526,acct_00526,2026-04-28,referral,camp_03,enterprise,47054.1,new,p3
lead_00527,acct_00527,2026-04-28,paid_search,camp_01,smb,17110.71,new,p2
lead_00528,acct_00528,2026-04-28,paid_search,camp_01,smb,91311.07,new,p3
lead_00529,acct_00529,2026-04-28,paid_search,camp_02,smb,43647.48,new,p4
lead_00530,acct_00530,2026-04-28,outbound,camp_04,smb,64854.05,new,p3
lead_00531,acct_00531,2026-04-28,referral,camp_03,enterprise,66670.77,new,p1
lead_00532,acct_00532,2026-04-28,outbound,camp_04,smb,59231.48,new,p3
lead_00533,acct_00533,2026-04-28,organic,camp_07,smb,52826.94,new,p3
lead_00534,acct_00534,2026-04-28,paid_search,camp_01,mid_market,28934.55,new,p4
lead_00535,acct_00535,2026-04-28,organic,camp_07,smb,22373.79,new,p3
lead_00536,acct_00536,2026-04-28,paid_search,camp_01,smb,37840.93,new,p3
lead_00537,acct_00537,2026-04-28,referral,camp_03,smb,85346.69,new,p1
lead_00538,acct_00538,2026-04-28,organic,camp_07,mid_market,35276.67,new,p2
lead_00539,acct_00539,2026-04-28,paid_search,camp_01,smb,42225.25,new,p3
lead_00540,acct_00540,2026-04-28,outbound,camp_04,smb,65594.53,new,p4
lead_00541,acct_00541,2026-04-28,partner,camp_05,enterprise,115648.15,new,p2
lead_00542,acct_00542,2026-04-28,paid_search,camp_01,smb,41089.43,new,p4
lead_00543,acct_00543,2026-04-28,partner,camp_05,enterprise,81660.85,new,p3
lead_00544,acct_00544,2026-04-28,paid_search,camp_01,mid_market,65571.46,new,p2
lead_00545,acct_00545,2026-04-28,paid_search,camp_01,smb,23200.5,new,p2
lead_00546,acct_00546,2026-04-28,organic,camp_07,mid_market,34969.91,new,p1
lead_00547,acct_00547,2026-04-28,outbound,camp_04,smb,47398.49,new,p4
lead_00548,acct_00548,2026-04-28,outbound,camp_04,smb,73539.3,new,p2
lead_00549,acct_00549,2026-04-28,webinar,camp_06,mid_market,43781.81,new,p1
lead_00550,acct_00550,2026-04-28,partner,camp_05,mid_market,129298.97,new,p1
lead_00551,acct_00551,2026-04-28,outbound,camp_04,mid_market,58508.81,new,p3
lead_00552,acct_00552,2026-04-28,partner,camp_05,enterprise,83222.36,new,p2
lead_00553,acct_00553,2026-04-29,paid_search,camp_01,smb,28957.67,new,p4
lead_00554,acct_00554,2026-04-29,outbound,camp_04,smb,49278.97,new,p3
lead_00555,acct_00555,2026-04-29,webinar,camp_06,mid_market,52813.76,new,p1
lead_00556,acct_00556,2026-04-29,webinar,camp_06,smb,62763.15,new,p2
lead_00557,acct_00557,2026-04-29,partner,camp_05,enterprise,77688.66,new,p2
lead_00558,acct_00558,2026-04-29,partner,camp_05,enterprise,86168.28,new,p3
lead_00559,acct_00559,2026-04-29,referral,camp_03,mid_market,53878.42,new,p1
lead_00560,acct_00560,2026-04-29,paid_search,camp_01,mid_market,41644.36,new,p4
lead_00561,acct_00561,2026-04-29,referral,camp_03,mid_market,47223.6,new,p1
lead_00562,acct_00562,2026-04-29,outbound,camp_04,mid_market,48046.09,new,p3
lead_00563,acct_00563,2026-04-29,webinar,camp_06,smb,12464.94,new,p3
lead_00564,acct_00564,2026-04-29,webinar,camp_06,smb,65848.2,new,p3
lead_00565,acct_00565,2026-04-29,outbound,camp_04,smb,40379.26,new,p2
lead_00566,acct_00566,2026-04-29,organic,camp_07,smb,41522.42,new,p3
lead_00567,acct_00567,2026-04-29,organic,camp_07,smb,28049.9,new,p3
lead_00568,acct_00568,2026-04-29,paid_search,camp_08,smb,104172.84,new,p3
lead_00569,acct_00569,2026-04-29,outbound,camp_04,mid_market,49908.41,new,p3
lead_00570,acct_00570,2026-04-29,paid_search,camp_02,mid_market,31925.4,new,p3
lead_00571,acct_00571,2026-04-29,outbound,camp_04,smb,61598.54,new,p2
lead_00572,acct_00572,2026-04-29,outbound,camp_04,mid_market,61065.71,new,p2
lead_00573,acct_00573,2026-04-29,organic,camp_07,enterprise,27723.67,new,p4
lead_00574,acct_00574,2026-04-29,referral,camp_03,enterprise,62425.87,new,p1
lead_00575,acct_00575,2026-04-29,paid_search,camp_08,enterprise,28903.67,new,p3
lead_00576,acct_00576,2026-04-29,webinar,camp_06,smb,40823.61,new,p2
lead_00577,acct_00577,2026-04-29,paid_search,camp_02,mid_market,51730.97,new,p3
lead_00578,acct_00578,2026-04-29,paid_search,camp_02,smb,35816.36,new,p2
lead_00579,acct_00579,2026-04-30,organic,camp_07,enterprise,40043.98,new,p3
lead_00580,acct_00580,2026-04-30,outbound,camp_04,smb,59150.21,new,p3
lead_00581,acct_00581,2026-04-30,outbound,camp_04,smb,77339.66,new,p4
lead_00582,acct_00582,2026-04-30,paid_search,camp_02,smb,42560.43,new,p3
lead_00583,acct_00583,2026-04-30,paid_search,camp_08,mid_market,51014.64,new,p2
lead_00584,acct_00584,2026-04-30,outbound,camp_04,smb,37770.38,new,p3
lead_00585,acct_00585,2026-04-30,organic,camp_07,smb,67143.57,new,p3
lead_00586,acct_00586,2026-04-30,outbound,camp_04,smb,72843.44,new,p3
lead_00587,acct_00587,2026-04-30,partner,camp_05,enterprise,102791.31,new,p1
lead_00588,acct_00588,2026-04-30,paid_search,camp_08,mid_market,33652.59,new,p3
lead_00589,acct_00589,2026-04-30,organic,camp_07,smb,39046.6,new,p2
lead_00590,acct_00590,2026-04-30,webinar,camp_06,mid_market,44129.04,new,p1
lead_00591,acct_00591,2026-04-30,partner,camp_05,enterprise,89004.86,new,p1
lead_00592,acct_00592,2026-04-30,partner,camp_05,mid_market,93427.05,new,p1
lead_00593,acct_00593,2026-04-30,outbound,camp_04,smb,39114.57,new,p3
lead_00594,acct_00594,2026-04-30,referral,camp_03,smb,69496.17,new,p1
lead_00595,acct_00595,2026-04-30,referral,camp_03,mid_market,71391.99,new,p2
lead_00596,acct_00596,2026-04-30,referral,camp_03,enterprise,81192.11,new,p1
lead_00597,acct_00597,2026-04-30,outbound,camp_04,smb,59328.34,new,p3
lead_00598,acct_00598,2026-04-30,partner,camp_05,enterprise,104190.9,new,p1
lead_00599,acct_00599,2026-04-30,organic,camp_07,smb,36265.31,new,p3
lead_00600,acct_00600,2026-05-01,organic,camp_07,mid_market,62761.8,new,p1
lead_00601,acct_00601,2026-05-01,webinar,camp_06,mid_market,61625.72,new,p1
lead_00602,acct_00602,2026-05-01,paid_search,camp_01,mid_market,12678.04,new,p3
lead_00603,acct_00603,2026-05-01,partner,camp_05,enterprise,90187.7,new,p2
lead_00604,acct_00604,2026-05-01,partner,camp_05,mid_market,87518.14,new,p1
lead_00605,acct_00605,2026-05-01,paid_search,camp_02,enterprise,39567.24,new,p3
lead_00606,acct_00606,2026-05-01,outbound,camp_04,smb,58606.96,new,p2
lead_00607,acct_00607,2026-05-01,partner,camp_05,enterprise,92071.73,new,p2
lead_00608,acct_00608,2026-05-01,outbound,camp_04,mid_market,58803.33,new,p3
lead_00609,acct_00609,2026-05-01,paid_search,camp_02,enterprise,47996.57,new,p3
lead_00610,acct_00610,2026-05-01,webinar,camp_06,smb,56347.89,new,p3
lead_00611,acct_00611,2026-05-01,paid_search,camp_08,mid_market,52617.3,new,p4
lead_00612,acct_00612,2026-05-01,partner,camp_05,mid_market,108553.87,new,p2
lead_00613,acct_00613,2026-05-01,paid_search,camp_01,enterprise,27293.84,new,p3
lead_00614,acct_00614,2026-05-01,partner,camp_05,mid_market,79700.75,new,p1
lead_00615,acct_00615,2026-05-01,referral,camp_03,mid_market,62063.68,new,p2
lead_00616,acct_00616,2026-05-01,paid_search,camp_02,smb,25737.31,new,p4
lead_00617,acct_00617,2026-05-01,referral,camp_03,mid_market,65327.58,new,p2
lead_00618,acct_00618,2026-05-01,paid_search,camp_02,smb,70828.28,new,p3
lead_00619,acct_00619,2026-05-01,paid_search,camp_02,smb,64900.3,new,p3
lead_00620,acct_00620,2026-05-01,outbound,camp_04,enterprise,20701.32,new,p3
lead_00621,acct_00621,2026-05-02,paid_search,camp_02,smb,47222.4,new,p3
lead_00622,acct_00622,2026-05-02,paid_search,camp_01,mid_market,22081.52,new,p4
lead_00623,acct_00623,2026-05-02,paid_search,camp_01,smb,42381.58,new,p4
lead_00624,acct_00624,2026-05-02,paid_search,camp_01,smb,29607.86,new,p4
lead_00625,acct_00625,2026-05-02,outbound,camp_04,mid_market,29374.29,new,p3
lead_00626,acct_00626,2026-05-02,paid_search,camp_08,smb,8000.0,new,p3
lead_00627,acct_00627,2026-05-02,webinar,camp_06,enterprise,85558.91,new,p1
lead_00628,acct_00628,2026-05-02,outbound,camp_04,mid_market,43411.82,new,p4
lead_00629,acct_00629,2026-05-02,paid_search,camp_08,smb,50417.07,new,p3
lead_00630,acct_00630,2026-05-02,paid_search,camp_08,smb,69826.14,new,p3
lead_00631,acct_00631,2026-05-02,webinar,camp_06,mid_market,49526.09,new,p3
lead_00632,acct_00632,2026-05-02,referral,camp_03,mid_market,71033.14,new,p1
lead_00633,acct_00633,2026-05-02,outbound,camp_04,smb,53756.68,new,p3
lead_00634,acct_00634,2026-05-02,webinar,camp_06,enterprise,37950.72,new,p3
lead_00635,acct_00635,2026-05-02,outbound,camp_04,smb,85111.04,new,p3
lead_00636,acct_00636,2026-05-02,referral,camp_03,smb,32827.69,new,p1
lead_00637,acct_00637,2026-05-02,paid_search,camp_01,smb,33506.53,new,p3
lead_00638,acct_00638,2026-05-02,outbound,camp_04,enterprise,36963.15,new,p2
lead_00639,acct_00639,2026-05-02,paid_search,camp_01,mid_market,49683.13,new,p3
lead_00640,acct_00640,2026-05-02,outbound,camp_04,smb,34991.19,new,p3
lead_00641,acct_00641,2026-05-02,paid_search,camp_08,smb,65477.94,new,p3
lead_00642,acct_00642,2026-05-02,paid_search,camp_08,mid_market,52047.93,new,p4
lead_00643,acct_00643,2026-05-03,webinar,camp_06,mid_market,44315.78,new,p3
lead_00644,acct_00644,2026-05-03,outbound,camp_04,smb,57275.38,new,p3
lead_00645,acct_00645,2026-05-03,organic,camp_07,enterprise,66424.23,new,p3
lead_00646,acct_00646,2026-05-03,paid_search,camp_02,mid_market,52356.25,new,p4
lead_00647,acct_00647,2026-05-03,outbound,camp_04,smb,71969.64,new,p2
lead_00648,acct_00648,2026-05-03,outbound,camp_04,smb,54786.26,new,p3
lead_00649,acct_00649,2026-05-03,paid_search,camp_02,smb,36212.36,new,p3
lead_00650,acct_00650,2026-05-03,partner,camp_05,enterprise,82009.99,new,p1
lead_00651,acct_00651,2026-05-03,partner,camp_05,enterprise,87113.84,new,p1
lead_00652,acct_00652,2026-05-03,organic,camp_07,mid_market,15526.68,new,p2
lead_00653,acct_00653,2026-05-03,organic,camp_07,smb,50027.7,new,p2
lead_00654,acct_00654,2026-05-03,paid_search,camp_02,smb,70914.5,new,p3
lead_00655,acct_00655,2026-05-03,outbound,camp_04,enterprise,55600.1,new,p4
lead_00656,acct_00656,2026-05-03,paid_search,camp_08,smb,18492.32,new,p3
lead_00657,acct_00657,2026-05-03,organic,camp_07,mid_market,48223.46,new,p3
lead_00658,acct_00658,2026-05-03,paid_search,camp_01,smb,8000.0,new,p4
lead_00659,acct_00659,2026-05-03,paid_search,camp_08,smb,33945.65,new,p3
lead_00660,acct_00660,2026-05-03,outbound,camp_04,smb,43685.17,new,p3
lead_00661,acct_00661,2026-05-03,organic,camp_07,smb,40039.69,new,p3
lead_00662,acct_00662,2026-05-03,organic,camp_07,smb,57451.21,new,p4
